"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"With related children of the householder under 5 years only","New Jersey","(X)","(X)","38.20%","±1.9",2015
"All people","New Jersey","(X)","(X)","10.80%","±0.1",2015
"Under 18 years","New Jersey","(X)","(X)","15.50%","±0.3",2015
"Related children of the householder under 18 years","New Jersey","(X)","(X)","15.30%","±0.3",2015
"Related children of the householder under 5 years","New Jersey","(X)","(X)","18.20%","±0.5",2015
"Related children of the householder 5 to 17 years","New Jersey","(X)","(X)","14.30%","±0.3",2015
"18 years and over","New Jersey","(X)","(X)","9.40%","±0.1",2015
"18 to 64 years","New Jersey","(X)","(X)","9.70%","±0.1",2015
"65 years and over","New Jersey","(X)","(X)","8.00%","±0.2",2015
"People in families","New Jersey","(X)","(X)","8.80%","±0.1",2015
"Unrelated individuals 15 years and over","New Jersey","(X)","(X)","21.20%","±0.3",2015
"All families","New Mexico","(X)","(X)","15.90%","±0.4",2015
"With related children of the householder under 18 years","New Mexico","(X)","(X)","24.70%","±0.7",2015
"With related children of the householder under 5 years only","New Mexico","(X)","(X)","24.90%","±1.6",2015
"Married couple families","New Mexico","(X)","(X)","9.00%","±0.3",2015
"With related children of the householder under 18 years","New Mexico","(X)","(X)","13.80%","±0.7",2015
"With related children of the householder under 5 years only","New Mexico","(X)","(X)","12.30%","±1.3",2015
"Families with female householder, no husband present","New Mexico","(X)","(X)","36.10%","±1.2",2015
"With related children of the householder under 18 years","New Mexico","(X)","(X)","45.40%","±1.4",2015
"With related children of the householder under 5 years only","New Mexico","(X)","(X)","48.60%","±3.6",2015
"All people","New Mexico","(X)","(X)","21.00%","±0.4",2015
"Under 18 years","New Mexico","(X)","(X)","29.40%","±0.8",2015
"Related children of the householder under 18 years","New Mexico","(X)","(X)","29.20%","±0.8",2015
"Related children of the householder under 5 years","New Mexico","(X)","(X)","33.90%","±1.3",2015
"Related children of the householder 5 to 17 years","New Mexico","(X)","(X)","27.40%","±0.8",2015
"18 years and over","New Mexico","(X)","(X)","18.30%","±0.3",2015
"18 to 64 years","New Mexico","(X)","(X)","19.80%","±0.3",2015
"65 years and over","New Mexico","(X)","(X)","12.00%","±0.5",2015
"People in families","New Mexico","(X)","(X)","18.60%","±0.4",2015
"Unrelated individuals 15 years and over","New Mexico","(X)","(X)","31.40%","±0.5",2015
"All families","New York","(X)","(X)","12.00%","±0.1",2015
"With related children of the householder under 18 years","New York","(X)","(X)","18.50%","±0.2",2015
"With related children of the householder under 5 years only","New York","(X)","(X)","16.60%","±0.4",2015
"Married couple families","New York","(X)","(X)","6.20%","±0.1",2015
"With related children of the householder under 18 years","New York","(X)","(X)","8.90%","±0.2",2015
"With related children of the householder under 5 years only","New York","(X)","(X)","7.40%","±0.4",2015
"Families with female householder, no husband present","New York","(X)","(X)","28.20%","±0.3",2015
"With related children of the householder under 18 years","New York","(X)","(X)","38.40%","±0.4",2015
"With related children of the householder under 5 years only","New York","(X)","(X)","39.20%","±1.1",2015
"All people","New York","(X)","(X)","15.70%","±0.1",2015
"Under 18 years","New York","(X)","(X)","22.20%","±0.3",2015
"Related children of the householder under 18 years","New York","(X)","(X)","22.00%","±0.3",2015
"Related children of the householder under 5 years","New York","(X)","(X)","24.10%","±0.4",2015
"Related children of the householder 5 to 17 years","New York","(X)","(X)","21.10%","±0.3",2015
"18 years and over","New York","(X)","(X)","13.90%","±0.1",2015
"18 to 64 years","New York","(X)","(X)","14.40%","±0.1",2015
"65 years and over","New York","(X)","(X)","11.50%","±0.1",2015
"People in families","New York","(X)","(X)","13.20%","±0.1",2015
"Unrelated individuals 15 years and over","New York","(X)","(X)","25.50%","±0.2",2015
"All families","North Carolina","(X)","(X)","12.80%","±0.2",2015
"With related children of the householder under 18 years","North Carolina","(X)","(X)","20.50%","±0.3",2015
"With related children of the householder under 5 years only","North Carolina","(X)","(X)","21.10%","±0.7",2015
"Married couple families","North Carolina","(X)","(X)","6.00%","±0.1",2015
"With related children of the householder under 18 years","North Carolina","(X)","(X)","9.10%","±0.3",2015
"With related children of the householder under 5 years only","North Carolina","(X)","(X)","7.80%","±0.5",2015
"Families with female householder, no husband present","North Carolina","(X)","(X)","34.00%","±0.5",2015
"With related children of the householder under 18 years","North Carolina","(X)","(X)","43.50%","±0.7",2015
"With related children of the householder under 5 years only","North Carolina","(X)","(X)","51.00%","±1.7",2015
"All people","North Carolina","(X)","(X)","17.40%","±0.2",2015
"Under 18 years","North Carolina","(X)","(X)","24.70%","±0.4",2015
"Related children of the householder under 18 years","North Carolina","(X)","(X)","24.40%","±0.4",2015
"Related children of the householder under 5 years","North Carolina","(X)","(X)","28.40%","±0.6",2015
"Related children of the householder 5 to 17 years","North Carolina","(X)","(X)","23.00%","±0.4",2015
"18 years and over","North Carolina","(X)","(X)","15.10%","±0.2",2015
"18 to 64 years","North Carolina","(X)","(X)","16.30%","±0.2",2015
"65 years and over","North Carolina","(X)","(X)","9.80%","±0.2",2015
"People in families","North Carolina","(X)","(X)","14.70%","±0.2",2015
"Unrelated individuals 15 years and over","North Carolina","(X)","(X)","29.10%","±0.3",2015
"All families","North Dakota","(X)","(X)","7.20%","±0.4",2015
"With related children of the householder under 18 years","North Dakota","(X)","(X)","12.20%","±0.7",2015
"With related children of the householder under 5 years only","North Dakota","(X)","(X)","15.60%","±2.0",2015
"Married couple families","North Dakota","(X)","(X)","2.90%","±0.3",2015
"With related children of the householder under 18 years","North Dakota","(X)","(X)","3.90%","±0.5",2015
"With related children of the householder under 5 years only","North Dakota","(X)","(X)","3.40%","±1.1",2015
"Families with female householder, no husband present","North Dakota","(X)","(X)","30.40%","±2.2",2015
"With related children of the householder under 18 years","North Dakota","(X)","(X)","37.80%","±2.5",2015
"With related children of the householder under 5 years only","North Dakota","(X)","(X)","50.60%","±6.3",2015
"All people","North Dakota","(X)","(X)","11.50%","±0.3",2015
"Under 18 years","North Dakota","(X)","(X)","13.60%","±0.7",2015
"Related children of the householder under 18 years","North Dakota","(X)","(X)","13.10%","±0.7",2015
"Related children of the householder under 5 years","North Dakota","(X)","(X)","16.10%","±1.1",2015
"Related children of the householder 5 to 17 years","North Dakota","(X)","(X)","11.80%","±0.8",2015
"18 years and over","North Dakota","(X)","(X)","10.80%","±0.3",2015
"18 to 64 years","North Dakota","(X)","(X)","11.10%","±0.3",2015
"65 years and over","North Dakota","(X)","(X)","9.50%","±0.5",2015
"People in families","North Dakota","(X)","(X)","7.80%","±0.3",2015
"Unrelated individuals 15 years and over","North Dakota","(X)","(X)","23.50%","±0.7",2015
"All families","Ohio","(X)","(X)","11.50%","±0.1",2015
"With related children of the householder under 18 years","Ohio","(X)","(X)","19.60%","±0.3",2015
"With related children of the householder under 5 years only","Ohio","(X)","(X)","22.90%","±0.6",2015
"Married couple families","Ohio","(X)","(X)","4.60%","±0.1",2015
"With related children of the householder under 18 years","Ohio","(X)","(X)","7.10%","±0.2",2015
"With related children of the householder under 5 years only","Ohio","(X)","(X)","6.50%","±0.5",2015
"Families with female householder, no husband present","Ohio","(X)","(X)","34.40%","±0.5",2015
"With related children of the householder under 18 years","Ohio","(X)","(X)","45.10%","±0.6",2015
"With related children of the householder under 5 years only","Ohio","(X)","(X)","55.60%","±1.3",2015
"All people","Ohio","(X)","(X)","15.80%","±0.2",2015
"Under 18 years","Ohio","(X)","(X)","22.80%","±0.4",2015
"Related children of the householder under 18 years","Ohio","(X)","(X)","22.40%","±0.4",2015
"Related children of the householder under 5 years","Ohio","(X)","(X)","27.30%","±0.6",2015
"Related children of the householder 5 to 17 years","Ohio","(X)","(X)","20.70%","±0.4",2015
"18 years and over","Ohio","(X)","(X)","13.70%","±0.1",2015
"18 to 64 years","Ohio","(X)","(X)","15.00%","±0.1",2015
"65 years and over","Ohio","(X)","(X)","8.00%","±0.1",2015
"People in families","Ohio","(X)","(X)","12.80%","±0.2",2015
"Unrelated individuals 15 years and over","Ohio","(X)","(X)","27.50%","±0.2",2015
"All families","Oklahoma","(X)","(X)","12.40%","±0.2",2015
"With related children of the householder under 18 years","Oklahoma","(X)","(X)","19.70%","±0.4",2015
"With related children of the householder under 5 years only","Oklahoma","(X)","(X)","22.20%","±0.8",2015
"Married couple families","Oklahoma","(X)","(X)","6.20%","±0.1",2015
"With related children of the householder under 18 years","Oklahoma","(X)","(X)","9.10%","±0.3",2015
"With related children of the householder under 5 years only","Oklahoma","(X)","(X)","8.20%","±0.7",2015
"Families with female householder, no husband present","Oklahoma","(X)","(X)","35.00%","±0.7",2015
"With related children of the householder under 18 years","Oklahoma","(X)","(X)","44.00%","±0.9",2015
"With related children of the householder under 5 years only","Oklahoma","(X)","(X)","53.10%","±1.9",2015
"All people","Oklahoma","(X)","(X)","16.70%","±0.2",2015
"Under 18 years","Oklahoma","(X)","(X)","23.20%","±0.4",2015
"Related children of the householder under 18 years","Oklahoma","(X)","(X)","22.80%","±0.4",2015
"Related children of the householder under 5 years","Oklahoma","(X)","(X)","26.80%","±0.7",2015
"Related children of the householder 5 to 17 years","Oklahoma","(X)","(X)","21.20%","±0.4",2015
"18 years and over","Oklahoma","(X)","(X)","14.60%","±0.2",2015
"18 to 64 years","Oklahoma","(X)","(X)","15.80%","±0.2",2015
"65 years and over","Oklahoma","(X)","(X)","9.10%","±0.2",2015
"People in families","Oklahoma","(X)","(X)","14.00%","±0.2",2015
"Unrelated individuals 15 years and over","Oklahoma","(X)","(X)","28.80%","±0.4",2015
"All families","Oregon","(X)","(X)","11.20%","±0.3",2015
"With related children of the householder under 18 years","Oregon","(X)","(X)","18.40%","±0.5",2015
"With related children of the householder under 5 years only","Oregon","(X)","(X)","20.10%","±0.9",2015
"Married couple families","Oregon","(X)","(X)","6.00%","±0.2",2015
"With related children of the householder under 18 years","Oregon","(X)","(X)","9.20%","±0.4",2015
"With related children of the householder under 5 years only","Oregon","(X)","(X)","8.10%","±0.9",2015
"Families with female householder, no husband present","Oregon","(X)","(X)","31.80%","±0.9",2015
"With related children of the householder under 18 years","Oregon","(X)","(X)","41.50%","±1.3",2015
"With related children of the householder under 5 years only","Oregon","(X)","(X)","51.40%","±2.9",2015
"All people","Oregon","(X)","(X)","16.50%","±0.3",2015
"Under 18 years","Oregon","(X)","(X)","21.70%","±0.6",2015
"Related children of the householder under 18 years","Oregon","(X)","(X)","21.20%","±0.6",2015
"Related children of the householder under 5 years","Oregon","(X)","(X)","25.00%","±0.8",2015
"Related children of the householder 5 to 17 years","Oregon","(X)","(X)","19.80%","±0.6",2015
"18 years and over","Oregon","(X)","(X)","15.00%","±0.2",2015
"18 to 64 years","Oregon","(X)","(X)","16.70%","±0.3",2015
"65 years and over","Oregon","(X)","(X)","8.10%","±0.3",2015
"People in families","Oregon","(X)","(X)","12.60%","±0.3",2015
"Unrelated individuals 15 years and over","Oregon","(X)","(X)","29.50%","±0.4",2015
"All families","Pennsylvania","(X)","(X)","9.30%","±0.1",2015
"With related children of the householder under 18 years","Pennsylvania","(X)","(X)","15.90%","±0.2",2015
"With related children of the householder under 5 years only","Pennsylvania","(X)","(X)","16.70%","±0.5",2015
"Married couple families","Pennsylvania","(X)","(X)","3.90%","±0.1",2015
"With related children of the householder under 18 years","Pennsylvania","(X)","(X)","5.50%","±0.1",2015
"With related children of the householder under 5 years only","Pennsylvania","(X)","(X)","4.70%","±0.3",2015
"Families with female householder, no husband present","Pennsylvania","(X)","(X)","28.90%","±0.3",2015
"With related children of the householder under 18 years","Pennsylvania","(X)","(X)","40.00%","±0.5",2015
"With related children of the householder under 5 years only","Pennsylvania","(X)","(X)","45.90%","±1.5",2015
"All people","Pennsylvania","(X)","(X)","13.50%","±0.1",2015
"Under 18 years","Pennsylvania","(X)","(X)","19.20%","±0.3",2015
"Related children of the householder under 18 years","Pennsylvania","(X)","(X)","18.90%","±0.3",2015
"Related children of the householder under 5 years","Pennsylvania","(X)","(X)","22.20%","±0.4",2015
