"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Private wage and salary workers","Pennsylvania","5,233,838","±9,698","84.40%","±0.1",2019
"Government workers","Pennsylvania","645,502","±6,274","10.40%","±0.1",2019
"Self-employed in own not incorporated business workers","Pennsylvania","310,184","±3,444","5.00%","±0.1",2019
"Unpaid family workers","Pennsylvania","9,932","±748","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Rhode Island","533,878","±3,084","533,878","(X)",2019
"Private wage and salary workers","Rhode Island","439,514","±3,634","82.30%","±0.4",2019
"Government workers","Rhode Island","67,912","±1,829","12.70%","±0.3",2019
"Self-employed in own not incorporated business workers","Rhode Island","25,840","±1,174","4.80%","±0.2",2019
"Unpaid family workers","Rhode Island","612","±167","0.10%","±0.1",2019
"Civilian employed population 16 years and over","South Carolina","2,275,531","±7,614","2,275,531","(X)",2019
"Private wage and salary workers","South Carolina","1,813,765","±8,580","79.70%","±0.2",2019
"Government workers","South Carolina","334,999","±4,595","14.70%","±0.2",2019
"Self-employed in own not incorporated business workers","South Carolina","122,287","±2,737","5.40%","±0.1",2019
"Unpaid family workers","South Carolina","4,480","±515","0.20%","±0.1",2019
"Civilian employed population 16 years and over","South Dakota","443,891","±2,385","443,891","(X)",2019
"Private wage and salary workers","South Dakota","340,150","±2,698","76.60%","±0.5",2019
"Government workers","South Dakota","66,559","±1,954","15.00%","±0.4",2019
"Self-employed in own not incorporated business workers","South Dakota","35,572","±998","8.00%","±0.2",2019
"Unpaid family workers","South Dakota","1,610","±234","0.40%","±0.1",2019
"Civilian employed population 16 years and over","Tennessee","3,109,872","±9,003","3,109,872","(X)",2019
"Private wage and salary workers","Tennessee","2,482,089","±9,136","79.80%","±0.2",2019
"Government workers","Tennessee","413,029","±5,124","13.30%","±0.2",2019
"Self-employed in own not incorporated business workers","Tennessee","209,373","±3,008","6.70%","±0.1",2019
"Unpaid family workers","Tennessee","5,381","±527","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Texas","13,253,631","±17,657","13,253,631","(X)",2019
"Private wage and salary workers","Texas","10,617,692","±16,880","80.10%","±0.1",2019
"Government workers","Texas","1,725,130","±15,348","13.00%","±0.1",2019
"Self-employed in own not incorporated business workers","Texas","885,341","±7,964","6.70%","±0.1",2019
"Unpaid family workers","Texas","25,468","±1,204","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Utah","1,497,354","±4,401","1,497,354","(X)",2019
"Private wage and salary workers","Utah","1,207,804","±4,174","80.70%","±0.2",2019
"Government workers","Utah","215,157","±3,097","14.40%","±0.2",2019
"Self-employed in own not incorporated business workers","Utah","71,893","±1,830","4.80%","±0.1",2019
"Unpaid family workers","Utah","2,500","±403","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Vermont","329,028","±1,912","329,028","(X)",2019
"Private wage and salary workers","Vermont","254,988","±1,958","77.50%","±0.4",2019
"Government workers","Vermont","45,695","±1,249","13.90%","±0.4",2019
"Self-employed in own not incorporated business workers","Vermont","27,518","±824","8.40%","±0.2",2019
"Unpaid family workers","Vermont","827","±129","0.30%","±0.1",2019
"Civilian employed population 16 years and over","Virginia","4,156,018","±8,083","4,156,018","(X)",2019
"Private wage and salary workers","Virginia","3,116,257","±9,066","75.00%","±0.2",2019
"Government workers","Virginia","829,411","±7,634","20.00%","±0.2",2019
"Self-employed in own not incorporated business workers","Virginia","203,156","±3,296","4.90%","±0.1",2019
"Unpaid family workers","Virginia","7,194","±608","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Washington","3,594,279","±8,501","3,594,279","(X)",2019
"Private wage and salary workers","Washington","2,816,093","±9,071","78.30%","±0.2",2019
"Government workers","Washington","561,645","±6,172","15.60%","±0.2",2019
"Self-employed in own not incorporated business workers","Washington","209,872","±3,912","5.80%","±0.1",2019
"Unpaid family workers","Washington","6,669","±546","0.20%","±0.1",2019
"Civilian employed population 16 years and over","West Virginia","740,910","±4,607","740,910","(X)",2019
"Private wage and salary workers","West Virginia","567,299","±3,987","76.60%","±0.4",2019
"Government workers","West Virginia","140,339","±3,148","18.90%","±0.4",2019
"Self-employed in own not incorporated business workers","West Virginia","32,251","±1,163","4.40%","±0.2",2019
"Unpaid family workers","West Virginia","1,021","±223","0.10%","±0.1",2019
"Civilian employed population 16 years and over","Wisconsin","2,982,359","±5,381","2,982,359","(X)",2019
"Private wage and salary workers","Wisconsin","2,465,876","±5,001","82.70%","±0.1",2019
"Government workers","Wisconsin","360,909","±3,856","12.10%","±0.1",2019
"Self-employed in own not incorporated business workers","Wisconsin","149,481","±2,004","5.00%","±0.1",2019
"Unpaid family workers","Wisconsin","6,093","±438","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Wyoming","288,503","±2,006","288,503","(X)",2019
"Private wage and salary workers","Wyoming","209,833","±2,528","72.70%","±0.7",2019
"Government workers","Wyoming","58,801","±1,864","20.40%","±0.6",2019
"Self-employed in own not incorporated business workers","Wyoming","19,024","±951","6.60%","±0.3",2019
"Unpaid family workers","Wyoming","845","±197","0.30%","±0.1",2019
"Civilian employed population 16 years and over","Puerto Rico","1,028,513","±6,045","1,028,513","(X)",2019
"Private wage and salary workers","Puerto Rico","707,494","±6,038","68.80%","±0.4",2019
"Government workers","Puerto Rico","219,093","±3,510","21.30%","±0.3",2019
"Self-employed in own not incorporated business workers","Puerto Rico","100,352","±2,948","9.80%","±0.3",2019
"Unpaid family workers","Puerto Rico","1,574","±311","0.20%","±0.1",2019
"Civilian employed population 16 years and over","Alabama","2,076,708","±7,503","2,076,708","(X)",2018
"Private wage and salary workers","Alabama","1,646,747","±6,847","79.30%","±0.2",2018
"Government workers","Alabama","317,652","±4,599","15.30%","±0.2",2018
"Self-employed in own not incorporated business workers","Alabama","108,676","±2,463","5.20%","±0.1",2018
"Unpaid family workers","Alabama","3,633","±390","0.20%","±0.1",2018
"Civilian employed population 16 years and over","Alaska","351,152","±1,873","351,152","(X)",2018
"Private wage and salary workers","Alaska","238,073","±2,347","67.80%","±0.6",2018
"Government workers","Alaska","89,667","±1,996","25.50%","±0.6",2018
"Self-employed in own not incorporated business workers","Alaska","22,489","±1,051","6.40%","±0.3",2018
"Unpaid family workers","Alaska","923","±238","0.30%","±0.1",2018
"Civilian employed population 16 years and over","Arizona","3,045,978","±9,071","3,045,978","(X)",2018
"Private wage and salary workers","Arizona","2,438,771","±7,836","80.10%","±0.2",2018
"Government workers","Arizona","416,321","±4,983","13.70%","±0.1",2018
"Self-employed in own not incorporated business workers","Arizona","185,765","±2,906","6.10%","±0.1",2018
"Unpaid family workers","Arizona","5,121","±543","0.20%","±0.1",2018
"Civilian employed population 16 years and over","Arkansas","1,292,263","±6,408","1,292,263","(X)",2018
"Private wage and salary workers","Arkansas","1,012,489","±5,640","78.40%","±0.3",2018
"Government workers","Arkansas","197,397","±3,487","15.30%","±0.2",2018
"Self-employed in own not incorporated business workers","Arkansas","79,906","±2,031","6.20%","±0.2",2018
"Unpaid family workers","Arkansas","2,471","±326","0.20%","±0.1",2018
"Civilian employed population 16 years and over","California","18,309,012","±21,745","18,309,012","(X)",2018
"Private wage and salary workers","California","14,328,797","±17,859","78.30%","±0.1",2018
"Government workers","California","2,460,813","±17,596","13.40%","±0.1",2018
"Self-employed in own not incorporated business workers","California","1,487,950","±10,204","8.10%","±0.1",2018
"Unpaid family workers","California","31,452","±1,335","0.20%","±0.1",2018
"Civilian employed population 16 years and over","Colorado","2,839,374","±6,507","2,839,374","(X)",2018
"Private wage and salary workers","Colorado","2,279,076","±7,659","80.30%","±0.2",2018
"Government workers","Colorado","378,614","±5,006","13.30%","±0.2",2018
"Self-employed in own not incorporated business workers","Colorado","176,336","±2,555","6.20%","±0.1",2018
"Unpaid family workers","Colorado","5,348","±558","0.20%","±0.1",2018
"Civilian employed population 16 years and over","Connecticut","1,810,445","±5,049","1,810,445","(X)",2018
"Private wage and salary workers","Connecticut","1,462,062","±5,811","80.80%","±0.2",2018
"Government workers","Connecticut","231,961","±3,158","12.80%","±0.2",2018
"Self-employed in own not incorporated business workers","Connecticut","113,288","±2,281","6.30%","±0.1",2018
"Unpaid family workers","Connecticut","3,134","±387","0.20%","±0.1",2018
"Civilian employed population 16 years and over","Delaware","450,946","±2,671","450,946","(X)",2018
"Private wage and salary workers","Delaware","366,729","±3,009","81.30%","±0.4",2018
"Government workers","Delaware","65,343","±1,754","14.50%","±0.4",2018
"Self-employed in own not incorporated business workers","Delaware","18,395","±977","4.10%","±0.2",2018
"Unpaid family workers","Delaware","479","±137","0.10%","±0.1",2018
"Civilian employed population 16 years and over","District of Columbia","369,194","±2,358","369,194","(X)",2018
"Private wage and salary workers","District of Columbia","263,340","±2,523","71.30%","±0.5",2018
"Government workers","District of Columbia","89,149","±2,065","24.10%","±0.5",2018
"Self-employed in own not incorporated business workers","District of Columbia","16,196","±985","4.40%","±0.3",2018
"Unpaid family workers","District of Columbia","509","±178","0.10%","±0.1",2018
"Civilian employed population 16 years and over","Florida","9,253,932","±18,237","9,253,932","(X)",2018
"Private wage and salary workers","Florida","7,609,666","±17,261","82.20%","±0.1",2018
"Government workers","Florida","1,079,061","±12,137","11.70%","±0.1",2018
"Self-employed in own not incorporated business workers","Florida","548,717","±6,937","5.90%","±0.1",2018
"Unpaid family workers","Florida","16,488","±981","0.20%","±0.1",2018
"Civilian employed population 16 years and over","Georgia","4,721,065","±11,269","4,721,065","(X)",2018
"Private wage and salary workers","Georgia","3,774,185","±11,932","79.90%","±0.2",2018
"Government workers","Georgia","683,645","±8,395","14.50%","±0.2",2018
"Self-employed in own not incorporated business workers","Georgia","255,997","±4,470","5.40%","±0.1",2018
"Unpaid family workers","Georgia","7,238","±735","0.20%","±0.1",2018
"Civilian employed population 16 years and over","Hawaii","677,446","±3,469","677,446","(X)",2018
"Private wage and salary workers","Hawaii","493,942","±4,402","72.90%","±0.4",2018
"Government workers","Hawaii","136,067","±2,454","20.10%","±0.4",2018
"Self-employed in own not incorporated business workers","Hawaii","45,855","±1,554","6.80%","±0.2",2018
"Unpaid family workers","Hawaii","1,582","±354","0.20%","±0.1",2018
"Civilian employed population 16 years and over","Idaho","768,701","±3,360","768,701","(X)",2018
"Private wage and salary workers","Idaho","598,997","±3,679","77.90%","±0.4",2018
"Government workers","Idaho","112,234","±2,120","14.60%","±0.3",2018
"Self-employed in own not incorporated business workers","Idaho","55,542","±1,956","7.20%","±0.2",2018
"Unpaid family workers","Idaho","1,928","±291","0.30%","±0.1",2018
"Civilian employed population 16 years and over","Illinois","6,225,964","±11,788","6,225,964","(X)",2018
"Private wage and salary workers","Illinois","5,197,583","±9,882","83.50%","±0.1",2018
"Government workers","Illinois","731,591","±6,974","11.80%","±0.1",2018
"Self-employed in own not incorporated business workers","Illinois","286,875","±2,958","4.60%","±0.1",2018
"Unpaid family workers","Illinois","9,915","±723","0.20%","±0.1",2018
"Civilian employed population 16 years and over","Indiana","3,164,414","±7,526","3,164,414","(X)",2018
"Private wage and salary workers","Indiana","2,686,665","±6,420","84.90%","±0.2",2018
"Government workers","Indiana","331,328","±4,664","10.50%","±0.1",2018
"Self-employed in own not incorporated business workers","Indiana","141,760","±2,629","4.50%","±0.1",2018
"Unpaid family workers","Indiana","4,661","±481","0.10%","±0.1",2018
"Civilian employed population 16 years and over","Iowa","1,609,481","±4,666","1,609,481","(X)",2018
