"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Median earnings for female full-time, year-round workers (dollars)","Michigan","38,381","±232","(X)","(X)",2014
"Total households","Minnesota","2,115,337","±5,381","2,115,337","(X)",2014
"Less than $10,000","Minnesota","117,092","±1,936","5.50%","±0.1",2014
"$10,000 to $14,999","Minnesota","93,765","±1,806","4.40%","±0.1",2014
"$15,000 to $24,999","Minnesota","193,479","±2,440","9.10%","±0.1",2014
"$25,000 to $34,999","Minnesota","192,074","±2,356","9.10%","±0.1",2014
"$35,000 to $49,999","Minnesota","275,653","±2,885","13.00%","±0.1",2014
"$50,000 to $74,999","Minnesota","400,082","±3,146","18.90%","±0.1",2014
"$75,000 to $99,999","Minnesota","299,230","±3,135","14.10%","±0.1",2014
"$100,000 to $149,999","Minnesota","322,660","±3,482","15.30%","±0.2",2014
"$150,000 to $199,999","Minnesota","115,677","±1,784","5.50%","±0.1",2014
"$200,000 or more","Minnesota","105,625","±1,686","5.00%","±0.1",2014
"Median household income (dollars)","Minnesota","60,828","±240","(X)","(X)",2014
"Mean household income (dollars)","Minnesota","79,106","±291","(X)","(X)",2014
"With earnings","Minnesota","1,703,879","±4,833","80.50%","±0.1",2014
"Mean earnings (dollars)","Minnesota","80,802","±362","(X)","(X)",2014
"With Social Security","Minnesota","577,049","±2,813","27.30%","±0.1",2014
"Mean Social Security income (dollars)","Minnesota","18,243","±61","(X)","(X)",2014
"With retirement income","Minnesota","334,835","±2,831","15.80%","±0.1",2014
"Mean retirement income (dollars)","Minnesota","22,401","±220","(X)","(X)",2014
"With Supplemental Security Income","Minnesota","85,127","±1,638","4.00%","±0.1",2014
"Mean Supplemental Security Income (dollars)","Minnesota","9,695","±94","(X)","(X)",2014
"With cash public assistance income","Minnesota","75,583","±1,657","3.60%","±0.1",2014
"Mean cash public assistance income (dollars)","Minnesota","3,194","±100","(X)","(X)",2014
"With Food Stamp/SNAP benefits in the past 12 months","Minnesota","185,637","±2,668","8.80%","±0.1",2014
"Families","Minnesota","1,372,311","±5,062","1,372,311","(X)",2014
"Less than $10,000","Minnesota","42,456","±1,264","3.10%","±0.1",2014
"$10,000 to $14,999","Minnesota","28,820","±1,086","2.10%","±0.1",2014
"$15,000 to $24,999","Minnesota","78,904","±1,378","5.70%","±0.1",2014
"$25,000 to $34,999","Minnesota","98,737","±1,763","7.20%","±0.1",2014
"$35,000 to $49,999","Minnesota","155,360","±2,449","11.30%","±0.2",2014
"$50,000 to $74,999","Minnesota","269,141","±2,298","19.60%","±0.2",2014
"$75,000 to $99,999","Minnesota","231,198","±2,858","16.80%","±0.2",2014
"$100,000 to $149,999","Minnesota","271,586","±3,085","19.80%","±0.2",2014
"$150,000 to $199,999","Minnesota","102,049","±1,810","7.40%","±0.1",2014
"$200,000 or more","Minnesota","94,060","±1,604","6.90%","±0.1",2014
"Median family income (dollars)","Minnesota","76,190","±333","(X)","(X)",2014
"Mean family income (dollars)","Minnesota","94,560","±453","(X)","(X)",2014
"Per capita income (dollars)","Minnesota","31,642","±133","(X)","(X)",2014
"Nonfamily households","Minnesota","743,026","±3,642","743,026","(X)",2014
"Median nonfamily income (dollars)","Minnesota","35,157","±306","(X)","(X)",2014
"Mean nonfamily income (dollars)","Minnesota","47,418","±379","(X)","(X)",2014
"Median earnings for workers (dollars)","Minnesota","33,277","±153","(X)","(X)",2014
"Median earnings for male full-time, year-round workers (dollars)","Minnesota","52,151","±164","(X)","(X)",2014
"Median earnings for female full-time, year-round workers (dollars)","Minnesota","41,837","±161","(X)","(X)",2014
"Total households","Mississippi","1,092,627","±4,203","1,092,627","(X)",2014
"Less than $10,000","Mississippi","122,908","±2,323","11.20%","±0.2",2014
"$10,000 to $14,999","Mississippi","85,676","±1,982","7.80%","±0.2",2014
"$15,000 to $24,999","Mississippi","153,950","±2,369","14.10%","±0.2",2014
"$25,000 to $34,999","Mississippi","131,494","±2,407","12.00%","±0.2",2014
"$35,000 to $49,999","Mississippi","158,093","±2,683","14.50%","±0.2",2014
"$50,000 to $74,999","Mississippi","185,625","±2,794","17.00%","±0.2",2014
"$75,000 to $99,999","Mississippi","109,443","±2,195","10.00%","±0.2",2014
"$100,000 to $149,999","Mississippi","94,413","±2,599","8.60%","±0.2",2014
"$150,000 to $199,999","Mississippi","27,148","±1,058","2.50%","±0.1",2014
"$200,000 or more","Mississippi","23,877","±1,168","2.20%","±0.1",2014
"Median household income (dollars)","Mississippi","39,464","±306","(X)","(X)",2014
"Mean household income (dollars)","Mississippi","54,881","±418","(X)","(X)",2014
"With earnings","Mississippi","800,753","±4,165","73.30%","±0.2",2014
"Mean earnings (dollars)","Mississippi","57,982","±464","(X)","(X)",2014
"With Social Security","Mississippi","360,027","±2,804","33.00%","±0.2",2014
"Mean Social Security income (dollars)","Mississippi","16,065","±101","(X)","(X)",2014
"With retirement income","Mississippi","193,445","±2,684","17.70%","±0.2",2014
"Mean retirement income (dollars)","Mississippi","19,869","±437","(X)","(X)",2014
"With Supplemental Security Income","Mississippi","89,279","±2,214","8.20%","±0.2",2014
"Mean Supplemental Security Income (dollars)","Mississippi","8,715","±122","(X)","(X)",2014
"With cash public assistance income","Mississippi","30,828","±1,355","2.80%","±0.1",2014
"Mean cash public assistance income (dollars)","Mississippi","2,840","±154","(X)","(X)",2014
"With Food Stamp/SNAP benefits in the past 12 months","Mississippi","196,525","±2,803","18.00%","±0.3",2014
"Families","Mississippi","750,575","±4,113","750,575","(X)",2014
"Less than $10,000","Mississippi","57,674","±1,779","7.70%","±0.2",2014
"$10,000 to $14,999","Mississippi","36,980","±1,126","4.90%","±0.1",2014
"$15,000 to $24,999","Mississippi","89,583","±2,008","11.90%","±0.3",2014
"$25,000 to $34,999","Mississippi","85,744","±2,181","11.40%","±0.3",2014
"$35,000 to $49,999","Mississippi","110,838","±2,171","14.80%","±0.3",2014
"$50,000 to $74,999","Mississippi","146,008","±2,418","19.50%","±0.3",2014
"$75,000 to $99,999","Mississippi","93,880","±1,898","12.50%","±0.2",2014
"$100,000 to $149,999","Mississippi","83,736","±2,490","11.20%","±0.3",2014
"$150,000 to $199,999","Mississippi","24,648","±1,009","3.30%","±0.1",2014
"$200,000 or more","Mississippi","21,484","±1,055","2.90%","±0.1",2014
"Median family income (dollars)","Mississippi","49,125","±437","(X)","(X)",2014
"Mean family income (dollars)","Mississippi","64,194","±539","(X)","(X)",2014
"Per capita income (dollars)","Mississippi","20,956","±173","(X)","(X)",2014
"Nonfamily households","Mississippi","342,052","±3,716","342,052","(X)",2014
"Median nonfamily income (dollars)","Mississippi","21,748","±263","(X)","(X)",2014
"Mean nonfamily income (dollars)","Mississippi","32,232","±495","(X)","(X)",2014
"Median earnings for workers (dollars)","Mississippi","26,188","±178","(X)","(X)",2014
"Median earnings for male full-time, year-round workers (dollars)","Mississippi","41,093","±265","(X)","(X)",2014
"Median earnings for female full-time, year-round workers (dollars)","Mississippi","31,055","±231","(X)","(X)",2014
"Total households","Missouri","2,361,232","±6,423","2,361,232","(X)",2014
"Less than $10,000","Missouri","185,862","±2,683","7.90%","±0.1",2014
"$10,000 to $14,999","Missouri","137,349","±2,626","5.80%","±0.1",2014
"$15,000 to $24,999","Missouri","279,835","±3,408","11.90%","±0.1",2014
"$25,000 to $34,999","Missouri","270,210","±3,628","11.40%","±0.1",2014
"$35,000 to $49,999","Missouri","350,867","±3,742","14.90%","±0.2",2014
"$50,000 to $74,999","Missouri","439,361","±4,412","18.60%","±0.2",2014
"$75,000 to $99,999","Missouri","277,835","±3,619","11.80%","±0.1",2014
"$100,000 to $149,999","Missouri","260,548","±2,783","11.00%","±0.1",2014
"$150,000 to $199,999","Missouri","86,264","±1,559","3.70%","±0.1",2014
"$200,000 or more","Missouri","73,101","±1,493","3.10%","±0.1",2014
"Median household income (dollars)","Missouri","47,764","±234","(X)","(X)",2014
"Mean household income (dollars)","Missouri","64,703","±268","(X)","(X)",2014
"With earnings","Missouri","1,806,891","±6,173","76.50%","±0.1",2014
"Mean earnings (dollars)","Missouri","66,241","±316","(X)","(X)",2014
"With Social Security","Missouri","740,872","±3,299","31.40%","±0.1",2014
"Mean Social Security income (dollars)","Missouri","17,364","±65","(X)","(X)",2014
"With retirement income","Missouri","445,939","±3,831","18.90%","±0.2",2014
"Mean retirement income (dollars)","Missouri","21,065","±259","(X)","(X)",2014
"With Supplemental Security Income","Missouri","126,526","±2,156","5.40%","±0.1",2014
"Mean Supplemental Security Income (dollars)","Missouri","9,057","±102","(X)","(X)",2014
"With cash public assistance income","Missouri","57,325","±1,489","2.40%","±0.1",2014
"Mean cash public assistance income (dollars)","Missouri","3,006","±123","(X)","(X)",2014
"With Food Stamp/SNAP benefits in the past 12 months","Missouri","322,657","±3,558","13.70%","±0.2",2014
"Families","Missouri","1,532,908","±6,280","1,532,908","(X)",2014
"Less than $10,000","Missouri","72,519","±1,652","4.70%","±0.1",2014
"$10,000 to $14,999","Missouri","49,715","±1,720","3.20%","±0.1",2014
"$15,000 to $24,999","Missouri","128,098","±2,213","8.40%","±0.1",2014
"$25,000 to $34,999","Missouri","151,026","±2,426","9.90%","±0.2",2014
"$35,000 to $49,999","Missouri","219,617","±3,191","14.30%","±0.2",2014
"$50,000 to $74,999","Missouri","320,893","±3,780","20.90%","±0.2",2014
"$75,000 to $99,999","Missouri","224,028","±3,309","14.60%","±0.2",2014
"$100,000 to $149,999","Missouri","224,961","±2,837","14.70%","±0.2",2014
"$150,000 to $199,999","Missouri","77,443","±1,485","5.10%","±0.1",2014
"$200,000 or more","Missouri","64,608","±1,315","4.20%","±0.1",2014
"Median family income (dollars)","Missouri","60,414","±328","(X)","(X)",2014
"Mean family income (dollars)","Missouri","77,368","±391","(X)","(X)",2014
"Per capita income (dollars)","Missouri","26,006","±114","(X)","(X)",2014
"Nonfamily households","Missouri","828,324","±5,023","828,324","(X)",2014
"Median nonfamily income (dollars)","Missouri","28,051","±263","(X)","(X)",2014
"Mean nonfamily income (dollars)","Missouri","38,891","±346","(X)","(X)",2014
"Median earnings for workers (dollars)","Missouri","28,460","±165","(X)","(X)",2014
"Median earnings for male full-time, year-round workers (dollars)","Missouri","45,264","±247","(X)","(X)",2014
"Median earnings for female full-time, year-round workers (dollars)","Missouri","35,142","±212","(X)","(X)",2014
"Total households","Montana","407,797","±1,827","407,797","(X)",2014
"Less than $10,000","Montana","28,810","±1,046","7.10%","±0.3",2014
"$10,000 to $14,999","Montana","25,422","±1,045","6.20%","±0.3",2014
"$15,000 to $24,999","Montana","50,835","±1,431","12.50%","±0.4",2014
"$25,000 to $34,999","Montana","49,069","±1,280","12.00%","±0.3",2014
"$35,000 to $49,999","Montana","61,625","±1,538","15.10%","±0.4",2014
"$50,000 to $74,999","Montana","77,734","±1,797","19.10%","±0.4",2014
"$75,000 to $99,999","Montana","48,115","±1,376","11.80%","±0.3",2014
"$100,000 to $149,999","Montana","42,960","±1,203","10.50%","±0.3",2014
"$150,000 to $199,999","Montana","12,228","±602","3.00%","±0.1",2014
"$200,000 or more","Montana","10,999","±612","2.70%","±0.2",2014
"Median household income (dollars)","Montana","46,766","±502","(X)","(X)",2014
"Mean household income (dollars)","Montana","62,086","±625","(X)","(X)",2014
"With earnings","Montana","314,938","±2,158","77.20%","±0.3",2014
"Mean earnings (dollars)","Montana","60,031","±675","(X)","(X)",2014
"With Social Security","Montana","128,611","±1,271","31.50%","±0.3",2014
"Mean Social Security income (dollars)","Montana","17,075","±154","(X)","(X)",2014
"With retirement income","Montana","73,184","±1,265","17.90%","±0.3",2014
"Mean retirement income (dollars)","Montana","21,548","±578","(X)","(X)",2014
"With Supplemental Security Income","Montana","18,664","±861","4.60%","±0.2",2014
"Mean Supplemental Security Income (dollars)","Montana","9,362","±267","(X)","(X)",2014
"With cash public assistance income","Montana","9,452","±560","2.30%","±0.1",2014
"Mean cash public assistance income (dollars)","Montana","3,179","±238","(X)","(X)",2014
"With Food Stamp/SNAP benefits in the past 12 months","Montana","43,869","±1,558","10.80%","±0.4",2014
"Families","Montana","256,008","±2,164","256,008","(X)",2014
"Less than $10,000","Montana","10,735","±653","4.20%","±0.3",2014
"$10,000 to $14,999","Montana","7,728","±593","3.00%","±0.2",2014
"$15,000 to $24,999","Montana","20,846","±953","8.10%","±0.4",2014
"$25,000 to $34,999","Montana","26,026","±987","10.20%","±0.4",2014
"$35,000 to $49,999","Montana","37,768","±1,112","14.80%","±0.4",2014
"$50,000 to $74,999","Montana","56,423","±1,404","22.00%","±0.5",2014
"$75,000 to $99,999","Montana","39,684","±1,257","15.50%","±0.5",2014
"$100,000 to $149,999","Montana","36,336","±1,121","14.20%","±0.4",2014
"$150,000 to $199,999","Montana","10,898","±595","4.30%","±0.2",2014
"$200,000 or more","Montana","9,564","±592","3.70%","±0.2",2014
"Median family income (dollars)","Montana","60,581","±695","(X)","(X)",2014
"Mean family income (dollars)","Montana","75,070","±946","(X)","(X)",2014
"Per capita income (dollars)","Montana","25,977","±247","(X)","(X)",2014
"Nonfamily households","Montana","151,789","±1,982","151,789","(X)",2014
"Median nonfamily income (dollars)","Montana","27,657","±549","(X)","(X)",2014
"Mean nonfamily income (dollars)","Montana","38,125","±664","(X)","(X)",2014
"Median earnings for workers (dollars)","Montana","25,594","±224","(X)","(X)",2014
"Median earnings for male full-time, year-round workers (dollars)","Montana","43,490","±534","(X)","(X)",2014
"Median earnings for female full-time, year-round workers (dollars)","Montana","32,293","±300","(X)","(X)",2014
"Total households","Nebraska","731,347","±2,551","731,347","(X)",2014
"Less than $10,000","Nebraska","43,612","±1,127","6.00%","±0.1",2014
"$10,000 to $14,999","Nebraska","38,613","±1,048","5.30%","±0.1",2014
"$15,000 to $24,999","Nebraska","78,116","±1,807","10.70%","±0.2",2014
"$25,000 to $34,999","Nebraska","79,963","±1,796","10.90%","±0.2",2014
"$35,000 to $49,999","Nebraska","107,420","±1,646","14.70%","±0.2",2014
"$50,000 to $74,999","Nebraska","144,951","±1,906","19.80%","±0.3",2014
"$75,000 to $99,999","Nebraska","96,604","±1,635","13.20%","±0.2",2014
"$100,000 to $149,999","Nebraska","91,581","±1,460","12.50%","±0.2",2014
"$150,000 to $199,999","Nebraska","27,216","±939","3.70%","±0.1",2014
"$200,000 or more","Nebraska","23,271","±734","3.20%","±0.1",2014
"Median household income (dollars)","Nebraska","52,400","±334","(X)","(X)",2014
"Mean household income (dollars)","Nebraska","68,081","±412","(X)","(X)",2014
"With earnings","Nebraska","597,363","±2,377","81.70%","±0.2",2014
"Mean earnings (dollars)","Nebraska","67,528","±442","(X)","(X)",2014
"With Social Security","Nebraska","202,053","±1,470","27.60%","±0.2",2014
"Mean Social Security income (dollars)","Nebraska","17,983","±105","(X)","(X)",2014
"With retirement income","Nebraska","100,780","±1,333","13.80%","±0.2",2014
"Mean retirement income (dollars)","Nebraska","19,991","±488","(X)","(X)",2014
"With Supplemental Security Income","Nebraska","27,331","±801","3.70%","±0.1",2014
"Mean Supplemental Security Income (dollars)","Nebraska","9,260","±170","(X)","(X)",2014
"With cash public assistance income","Nebraska","15,958","±802","2.20%","±0.1",2014
"Mean cash public assistance income (dollars)","Nebraska","2,801","±146","(X)","(X)",2014
"With Food Stamp/SNAP benefits in the past 12 months","Nebraska","66,947","±1,320","9.20%","±0.2",2014
"Families","Nebraska","475,740","±2,739","475,740","(X)",2014
"Less than $10,000","Nebraska","16,468","±755","3.50%","±0.2",2014
"$10,000 to $14,999","Nebraska","11,498","±613","2.40%","±0.1",2014
"$15,000 to $24,999","Nebraska","33,025","±1,111","6.90%","±0.2",2014
"$25,000 to $34,999","Nebraska","41,943","±1,360","8.80%","±0.3",2014
"$35,000 to $49,999","Nebraska","64,342","±1,335","13.50%","±0.3",2014
"$50,000 to $74,999","Nebraska","103,874","±1,596","21.80%","±0.3",2014
"$75,000 to $99,999","Nebraska","78,968","±1,615","16.60%","±0.3",2014
"$100,000 to $149,999","Nebraska","80,524","±1,336","16.90%","±0.3",2014
