"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Civilian labor force","Missouri","3,034,524","±5,115","3,034,524","(X)",2015
"Unemployment Rate","Missouri","(X)","(X)","7.50%","±0.1",2015
"Females 16 years and over","Missouri","2,474,559","±1,324","2,474,559","(X)",2015
"In labor force","Missouri","1,470,372","±3,620","59.40%","±0.1",2015
"Civilian labor force","Missouri","1,466,928","±3,614","59.30%","±0.1",2015
"Employed","Missouri","1,364,622","±3,736","55.10%","±0.1",2015
"Own children of the householder under 6 years","Missouri","436,814","±2,202","436,814","(X)",2015
"All parents in family in labor force","Missouri","297,018","±3,252","68.00%","±0.7",2015
"Own children of the householder 6 to 17 years","Missouri","886,291","±2,432","886,291","(X)",2015
"All parents in family in labor force","Missouri","654,712","±4,276","73.90%","±0.4",2015
"Population 16 years and over","Montana","814,661","±698","814,661","(X)",2015
"In labor force","Montana","521,330","±2,728","64.00%","±0.3",2015
"Civilian labor force","Montana","517,807","±2,737","63.60%","±0.3",2015
"Employed","Montana","485,446","±2,893","59.60%","±0.3",2015
"Unemployed","Montana","32,361","±1,284","4.00%","±0.2",2015
"Armed Forces","Montana","3,523","±430","0.40%","±0.1",2015
"Not in labor force","Montana","293,331","±2,702","36.00%","±0.3",2015
"Civilian labor force","Montana","517,807","±2,737","517,807","(X)",2015
"Unemployment Rate","Montana","(X)","(X)","6.20%","±0.2",2015
"Females 16 years and over","Montana","406,956","±589","406,956","(X)",2015
"In labor force","Montana","242,771","±1,698","59.70%","±0.4",2015
"Civilian labor force","Montana","242,284","±1,690","59.50%","±0.4",2015
"Employed","Montana","229,029","±1,838","56.30%","±0.4",2015
"Own children of the householder under 6 years","Montana","72,117","±821","72,117","(X)",2015
"All parents in family in labor force","Montana","45,764","±1,280","63.50%","±1.5",2015
"Own children of the householder 6 to 17 years","Montana","140,303","±972","140,303","(X)",2015
"All parents in family in labor force","Montana","102,078","±1,809","72.80%","±1.2",2015
"Population 16 years and over","Nebraska","1,454,157","±731","1,454,157","(X)",2015
"In labor force","Nebraska","1,020,419","±3,027","70.20%","±0.2",2015
"Civilian labor force","Nebraska","1,015,736","±3,038","69.90%","±0.2",2015
"Employed","Nebraska","968,134","±3,220","66.60%","±0.2",2015
"Unemployed","Nebraska","47,602","±1,166","3.30%","±0.1",2015
"Armed Forces","Nebraska","4,683","±374","0.30%","±0.1",2015
"Not in labor force","Nebraska","433,738","±2,996","29.80%","±0.2",2015
"Civilian labor force","Nebraska","1,015,736","±3,038","1,015,736","(X)",2015
"Unemployment Rate","Nebraska","(X)","(X)","4.70%","±0.1",2015
"Females 16 years and over","Nebraska","737,687","±678","737,687","(X)",2015
"In labor force","Nebraska","481,573","±2,320","65.30%","±0.3",2015
"Civilian labor force","Nebraska","480,893","±2,337","65.20%","±0.3",2015
"Employed","Nebraska","459,016","±2,491","62.20%","±0.3",2015
"Own children of the householder under 6 years","Nebraska","151,457","±1,032","151,457","(X)",2015
"All parents in family in labor force","Nebraska","109,269","±1,565","72.10%","±0.9",2015
"Own children of the householder 6 to 17 years","Nebraska","293,875","±1,232","293,875","(X)",2015
"All parents in family in labor force","Nebraska","230,748","±2,416","78.50%","±0.7",2015
"Population 16 years and over","Nevada","2,210,559","±1,028","2,210,559","(X)",2015
"In labor force","Nevada","1,424,596","±5,161","64.40%","±0.2",2015
"Civilian labor force","Nevada","1,415,779","±5,191","64.00%","±0.2",2015
"Employed","Nevada","1,267,312","±5,125","57.30%","±0.2",2015
"Unemployed","Nevada","148,467","±2,731","6.70%","±0.1",2015
"Armed Forces","Nevada","8,817","±615","0.40%","±0.1",2015
"Not in labor force","Nevada","785,963","±5,249","35.60%","±0.2",2015
"Civilian labor force","Nevada","1,415,779","±5,191","1,415,779","(X)",2015
"Unemployment Rate","Nevada","(X)","(X)","10.50%","±0.2",2015
"Females 16 years and over","Nevada","1,103,034","±771","1,103,034","(X)",2015
"In labor force","Nevada","655,542","±3,730","59.40%","±0.3",2015
"Civilian labor force","Nevada","654,316","±3,767","59.30%","±0.4",2015
"Employed","Nevada","589,423","±3,638","53.40%","±0.3",2015
"Own children of the householder under 6 years","Nevada","209,930","±1,532","209,930","(X)",2015
"All parents in family in labor force","Nevada","135,927","±2,482","64.70%","±1.1",2015
"Own children of the householder 6 to 17 years","Nevada","420,403","±2,133","420,403","(X)",2015
"All parents in family in labor force","Nevada","293,053","±4,023","69.70%","±0.8",2015
"Population 16 years and over","New Hampshire","1,087,512","±683","1,087,512","(X)",2015
"In labor force","New Hampshire","742,874","±2,625","68.30%","±0.2",2015
"Civilian labor force","New Hampshire","741,543","±2,596","68.20%","±0.2",2015
"Employed","New Hampshire","698,810","±3,176","64.30%","±0.3",2015
"Unemployed","New Hampshire","42,733","±1,495","3.90%","±0.1",2015
"Armed Forces","New Hampshire","1,331","±217","0.10%","±0.1",2015
"Not in labor force","New Hampshire","344,638","±2,622","31.70%","±0.2",2015
"Civilian labor force","New Hampshire","741,543","±2,596","741,543","(X)",2015
"Unemployment Rate","New Hampshire","(X)","(X)","5.80%","±0.2",2015
"Females 16 years and over","New Hampshire","554,626","±605","554,626","(X)",2015
"In labor force","New Hampshire","353,764","±1,920","63.80%","±0.3",2015
"Civilian labor force","New Hampshire","353,694","±1,918","63.80%","±0.3",2015
"Employed","New Hampshire","335,569","±2,218","60.50%","±0.4",2015
"Own children of the householder under 6 years","New Hampshire","77,658","±878","77,658","(X)",2015
"All parents in family in labor force","New Hampshire","53,566","±1,330","69.00%","±1.5",2015
"Own children of the householder 6 to 17 years","New Hampshire","183,849","±850","183,849","(X)",2015
"All parents in family in labor force","New Hampshire","138,666","±1,565","75.40%","±0.9",2015
"Population 16 years and over","New Jersey","7,120,154","±1,598","7,120,154","(X)",2015
"In labor force","New Jersey","4,702,508","±8,087","66.00%","±0.1",2015
"Civilian labor force","New Jersey","4,695,103","±8,127","65.90%","±0.1",2015
"Employed","New Jersey","4,281,760","±8,024","60.10%","±0.1",2015
"Unemployed","New Jersey","413,343","±4,305","5.80%","±0.1",2015
"Armed Forces","New Jersey","7,405","±552","0.10%","±0.1",2015
"Not in labor force","New Jersey","2,417,646","±8,147","34.00%","±0.1",2015
"Civilian labor force","New Jersey","4,695,103","±8,127","4,695,103","(X)",2015
"Unemployment Rate","New Jersey","(X)","(X)","8.80%","±0.1",2015
"Females 16 years and over","New Jersey","3,687,226","±1,410","3,687,226","(X)",2015
"In labor force","New Jersey","2,234,535","±6,409","60.60%","±0.2",2015
"Civilian labor force","New Jersey","2,233,562","±6,437","60.60%","±0.2",2015
"Employed","New Jersey","2,036,273","±6,076","55.20%","±0.2",2015
"Own children of the householder under 6 years","New Jersey","626,663","±1,964","626,663","(X)",2015
"All parents in family in labor force","New Jersey","416,888","±3,661","66.50%","±0.5",2015
"Own children of the householder 6 to 17 years","New Jersey","1,329,086","±2,672","1,329,086","(X)",2015
"All parents in family in labor force","New Jersey","958,677","±4,461","72.10%","±0.3",2015
"Population 16 years and over","New Mexico","1,633,310","±973","1,633,310","(X)",2015
"In labor force","New Mexico","973,891","±4,049","59.60%","±0.2",2015
"Civilian labor force","New Mexico","964,959","±4,044","59.10%","±0.2",2015
"Employed","New Mexico","876,035","±4,065","53.60%","±0.2",2015
"Unemployed","New Mexico","88,924","±2,279","5.40%","±0.1",2015
"Armed Forces","New Mexico","8,932","±643","0.50%","±0.1",2015
"Not in labor force","New Mexico","659,419","±4,116","40.40%","±0.2",2015
"Civilian labor force","New Mexico","964,959","±4,044","964,959","(X)",2015
"Unemployment Rate","New Mexico","(X)","(X)","9.20%","±0.2",2015
"Females 16 years and over","New Mexico","830,630","±779","830,630","(X)",2015
"In labor force","New Mexico","457,025","±2,954","55.00%","±0.4",2015
"Civilian labor force","New Mexico","455,741","±2,923","54.90%","±0.3",2015
"Employed","New Mexico","416,208","±3,088","50.10%","±0.4",2015
"Own children of the householder under 6 years","New Mexico","161,215","±1,497","161,215","(X)",2015
"All parents in family in labor force","New Mexico","97,883","±2,187","60.70%","±1.1",2015
"Own children of the householder 6 to 17 years","New Mexico","318,124","±1,996","318,124","(X)",2015
"All parents in family in labor force","New Mexico","215,904","±2,639","67.90%","±0.7",2015
"Population 16 years and over","New York","15,921,937","±2,722","15,921,937","(X)",2015
"In labor force","New York","10,107,278","±13,889","63.50%","±0.1",2015
"Civilian labor force","New York","10,083,719","±13,917","63.30%","±0.1",2015
"Employed","New York","9,254,578","±14,601","58.10%","±0.1",2015
"Unemployed","New York","829,141","±7,210","5.20%","±0.1",2015
"Armed Forces","New York","23,559","±880","0.10%","±0.1",2015
"Not in labor force","New York","5,814,659","±13,778","36.50%","±0.1",2015
"Civilian labor force","New York","10,083,719","±13,917","10,083,719","(X)",2015
"Unemployment Rate","New York","(X)","(X)","8.20%","±0.1",2015
"Females 16 years and over","New York","8,299,123","±2,273","8,299,123","(X)",2015
"In labor force","New York","4,875,721","±10,007","58.70%","±0.1",2015
"Civilian labor force","New York","4,872,940","±9,958","58.70%","±0.1",2015
"Employed","New York","4,489,849","±10,515","54.10%","±0.1",2015
"Own children of the householder under 6 years","New York","1,354,770","±3,831","1,354,770","(X)",2015
"All parents in family in labor force","New York","870,151","±5,765","64.20%","±0.4",2015
"Own children of the householder 6 to 17 years","New York","2,708,574","±3,908","2,708,574","(X)",2015
"All parents in family in labor force","New York","1,878,278","±8,767","69.30%","±0.3",2015
"Population 16 years and over","North Carolina","7,812,594","±2,128","7,812,594","(X)",2015
"In labor force","North Carolina","4,909,108","±10,056","62.80%","±0.1",2015
"Civilian labor force","North Carolina","4,826,193","±10,006","61.80%","±0.1",2015
"Employed","North Carolina","4,372,773","±11,414","56.00%","±0.1",2015
"Unemployed","North Carolina","453,420","±6,080","5.80%","±0.1",2015
"Armed Forces","North Carolina","82,915","±1,801","1.10%","±0.1",2015
"Not in labor force","North Carolina","2,903,486","±10,312","37.20%","±0.1",2015
"Civilian labor force","North Carolina","4,826,193","±10,006","4,826,193","(X)",2015
"Unemployment Rate","North Carolina","(X)","(X)","9.40%","±0.1",2015
"Females 16 years and over","North Carolina","4,055,732","±1,877","4,055,732","(X)",2015
"In labor force","North Carolina","2,346,294","±6,909","57.90%","±0.2",2015
"Civilian labor force","North Carolina","2,338,320","±6,981","57.70%","±0.2",2015
"Employed","North Carolina","2,119,069","±7,728","52.20%","±0.2",2015
"Own children of the householder under 6 years","North Carolina","712,777","±2,613","712,777","(X)",2015
"All parents in family in labor force","North Carolina","466,012","±4,333","65.40%","±0.5",2015
"Own children of the householder 6 to 17 years","North Carolina","1,456,013","±3,299","1,456,013","(X)",2015
"All parents in family in labor force","North Carolina","1,036,078","±6,483","71.20%","±0.4",2015
"Population 16 years and over","North Dakota","575,611","±547","575,611","(X)",2015
"In labor force","North Dakota","404,820","±1,660","70.30%","±0.3",2015
"Civilian labor force","North Dakota","399,180","±1,745","69.30%","±0.3",2015
"Employed","North Dakota","387,716","±1,820","67.40%","±0.3",2015
"Unemployed","North Dakota","11,464","±663","2.00%","±0.1",2015
"Armed Forces","North Dakota","5,640","±475","1.00%","±0.1",2015
"Not in labor force","North Dakota","170,791","±1,738","29.70%","±0.3",2015
"Civilian labor force","North Dakota","399,180","±1,745","399,180","(X)",2015
"Unemployment Rate","North Dakota","(X)","(X)","2.90%","±0.2",2015
"Females 16 years and over","North Dakota","281,644","±482","281,644","(X)",2015
"In labor force","North Dakota","183,765","±1,222","65.20%","±0.5",2015
"Civilian labor force","North Dakota","183,189","±1,211","65.00%","±0.5",2015
"Employed","North Dakota","178,341","±1,259","63.30%","±0.5",2015
"Own children of the householder under 6 years","North Dakota","56,173","±704","56,173","(X)",2015
"All parents in family in labor force","North Dakota","39,844","±943","70.90%","±1.5",2015
"Own children of the householder 6 to 17 years","North Dakota","99,991","±878","99,991","(X)",2015
"All parents in family in labor force","North Dakota","78,276","±1,225","78.30%","±1.0",2015
"Population 16 years and over","Ohio","9,229,397","±1,987","9,229,397","(X)",2015
"In labor force","Ohio","5,852,224","±8,657","63.40%","±0.1",2015
"Civilian labor force","Ohio","5,843,924","±8,692","63.30%","±0.1",2015
"Employed","Ohio","5,366,673","±9,749","58.10%","±0.1",2015
"Unemployed","Ohio","477,251","±4,652","5.20%","±0.1",2015
"Armed Forces","Ohio","8,300","±461","0.10%","±0.1",2015
"Not in labor force","Ohio","3,377,173","±8,798","36.60%","±0.1",2015
"Civilian labor force","Ohio","5,843,924","±8,692","5,843,924","(X)",2015
"Unemployment Rate","Ohio","(X)","(X)","8.20%","±0.1",2015
"Females 16 years and over","Ohio","4,766,718","±1,634","4,766,718","(X)",2015
"In labor force","Ohio","2,813,202","±5,656","59.00%","±0.1",2015
"Civilian labor force","Ohio","2,811,880","±5,659","59.00%","±0.1",2015
"Employed","Ohio","2,596,372","±6,384","54.50%","±0.1",2015
"Own children of the householder under 6 years","Ohio","810,462","±3,267","810,462","(X)",2015
"All parents in family in labor force","Ohio","558,889","±4,489","69.00%","±0.5",2015
"Own children of the householder 6 to 17 years","Ohio","1,710,326","±3,357","1,710,326","(X)",2015
"All parents in family in labor force","Ohio","1,241,731","±7,092","72.60%","±0.4",2015
"Population 16 years and over","Oklahoma","3,003,180","±1,017","3,003,180","(X)",2015
"In labor force","Oklahoma","1,854,061","±3,947","61.70%","±0.1",2015
"Civilian labor force","Oklahoma","1,835,519","±4,072","61.10%","±0.1",2015
"Employed","Oklahoma","1,719,541","±4,407","57.30%","±0.1",2015
"Unemployed","Oklahoma","115,978","±1,952","3.90%","±0.1",2015
"Armed Forces","Oklahoma","18,542","±673","0.60%","±0.1",2015
"Not in labor force","Oklahoma","1,149,119","±4,048","38.30%","±0.1",2015
"Civilian labor force","Oklahoma","1,835,519","±4,072","1,835,519","(X)",2015
"Unemployment Rate","Oklahoma","(X)","(X)","6.30%","±0.1",2015
"Females 16 years and over","Oklahoma","1,529,303","±696","1,529,303","(X)",2015
"In labor force","Oklahoma","854,441","±3,288","55.90%","±0.2",2015
"Civilian labor force","Oklahoma","851,372","±3,229","55.70%","±0.2",2015
"Employed","Oklahoma","796,962","±3,275","52.10%","±0.2",2015
"Own children of the householder under 6 years","Oklahoma","304,891","±1,601","304,891","(X)",2015
