"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"No health insurance coverage","Montana","18,783","±1,033","14.80%","±0.7",2019
"Civilian noninstitutionalized population","Nebraska","1,884,850","±502","1,884,850","(X)",2019
"With health insurance coverage","Nebraska","1,731,013","±3,278","91.80%","±0.2",2019
"With private health insurance","Nebraska","1,433,665","±5,491","76.10%","±0.3",2019
"With public coverage","Nebraska","522,871","±3,877","27.70%","±0.2",2019
"No health insurance coverage","Nebraska","153,837","±3,298","8.20%","±0.2",2019
"Civilian noninstitutionalized population under 19 years","Nebraska","499,315","±800","499,315","(X)",2019
"No health insurance coverage","Nebraska","26,305","±1,402","5.30%","±0.3",2019
"Civilian noninstitutionalized population 19 to 64 years","Nebraska","1,103,377","±1,025","1,103,377","(X)",2019
"In labor force:","Nebraska","930,671","±2,150","930,671","(X)",2019
"Employed:","Nebraska","902,452","±2,511","902,452","(X)",2019
"With health insurance coverage","Nebraska","816,220","±3,405","90.40%","±0.2",2019
"With private health insurance","Nebraska","788,954","±3,720","87.40%","±0.3",2019
"With public coverage","Nebraska","49,190","±1,536","5.50%","±0.2",2019
"No health insurance coverage","Nebraska","86,232","±2,044","9.60%","±0.2",2019
"Unemployed:","Nebraska","28,219","±1,242","28,219","(X)",2019
"With health insurance coverage","Nebraska","17,253","±956","61.10%","±2.0",2019
"With private health insurance","Nebraska","13,111","±853","46.50%","±2.1",2019
"With public coverage","Nebraska","5,161","±492","18.30%","±1.5",2019
"No health insurance coverage","Nebraska","10,966","±717","38.90%","±2.0",2019
"Not in labor force:","Nebraska","172,706","±2,024","172,706","(X)",2019
"With health insurance coverage","Nebraska","143,559","±1,940","83.10%","±0.7",2019
"With private health insurance","Nebraska","102,361","±1,707","59.30%","±0.8",2019
"With public coverage","Nebraska","54,731","±1,601","31.70%","±0.8",2019
"No health insurance coverage","Nebraska","29,147","±1,226","16.90%","±0.7",2019
"Civilian noninstitutionalized population","Nevada","2,936,475","±604","2,936,475","(X)",2019
"With health insurance coverage","Nevada","2,609,462","±6,419","88.90%","±0.2",2019
"With private health insurance","Nevada","1,919,628","±9,881","65.40%","±0.3",2019
"With public coverage","Nevada","999,232","±7,190","34.00%","±0.2",2019
"No health insurance coverage","Nevada","327,013","±6,425","11.10%","±0.2",2019
"Civilian noninstitutionalized population under 19 years","Nevada","713,525","±967","713,525","(X)",2019
"No health insurance coverage","Nevada","53,744","±2,332","7.50%","±0.3",2019
"Civilian noninstitutionalized population 19 to 64 years","Nevada","1,770,121","±1,186","1,770,121","(X)",2019
"In labor force:","Nevada","1,388,320","±4,379","1,388,320","(X)",2019
"Employed:","Nevada","1,307,128","±4,492","1,307,128","(X)",2019
"With health insurance coverage","Nevada","1,128,908","±5,434","86.40%","±0.3",2019
"With private health insurance","Nevada","1,030,533","±5,888","78.80%","±0.4",2019
"With public coverage","Nevada","135,616","±2,929","10.40%","±0.2",2019
"No health insurance coverage","Nevada","178,220","±4,154","13.60%","±0.3",2019
"Unemployed:","Nevada","81,192","±1,968","81,192","(X)",2019
"With health insurance coverage","Nevada","59,424","±1,608","73.20%","±1.3",2019
"With private health insurance","Nevada","30,688","±1,101","37.80%","±1.3",2019
"With public coverage","Nevada","31,397","±1,300","38.70%","±1.2",2019
"No health insurance coverage","Nevada","21,768","±1,260","26.80%","±1.3",2019
"Not in labor force:","Nevada","381,801","±4,340","381,801","(X)",2019
"With health insurance coverage","Nevada","315,254","±3,878","82.60%","±0.5",2019
"With private health insurance","Nevada","188,817","±2,885","49.50%","±0.7",2019
"With public coverage","Nevada","152,219","±3,100","39.90%","±0.6",2019
"No health insurance coverage","Nevada","66,547","±2,201","17.40%","±0.5",2019
"Civilian noninstitutionalized population","New Hampshire","1,331,286","±334","1,331,286","(X)",2019
"With health insurance coverage","New Hampshire","1,252,217","±2,418","94.10%","±0.2",2019
"With private health insurance","New Hampshire","1,020,752","±5,268","76.70%","±0.4",2019
"With public coverage","New Hampshire","415,056","±4,264","31.20%","±0.3",2019
"No health insurance coverage","New Hampshire","79,069","±2,379","5.90%","±0.2",2019
"Civilian noninstitutionalized population under 19 years","New Hampshire","279,158","±807","279,158","(X)",2019
"No health insurance coverage","New Hampshire","7,848","±825","2.80%","±0.3",2019
"Civilian noninstitutionalized population 19 to 64 years","New Hampshire","824,445","±945","824,445","(X)",2019
"In labor force:","New Hampshire","680,788","±2,463","680,788","(X)",2019
"Employed:","New Hampshire","657,550","±2,560","657,550","(X)",2019
"With health insurance coverage","New Hampshire","605,326","±3,109","92.10%","±0.3",2019
"With private health insurance","New Hampshire","569,312","±3,520","86.60%","±0.3",2019
"With public coverage","New Hampshire","50,898","±1,659","7.70%","±0.3",2019
"No health insurance coverage","New Hampshire","52,224","±1,782","7.90%","±0.3",2019
"Unemployed:","New Hampshire","23,238","±1,159","23,238","(X)",2019
"With health insurance coverage","New Hampshire","17,936","±936","77.20%","±2.3",2019
"With private health insurance","New Hampshire","11,488","±811","49.40%","±2.7",2019
"With public coverage","New Hampshire","7,077","±609","30.50%","±2.3",2019
"No health insurance coverage","New Hampshire","5,302","±649","22.80%","±2.3",2019
"Not in labor force:","New Hampshire","143,657","±2,368","143,657","(X)",2019
"With health insurance coverage","New Hampshire","130,569","±2,211","90.90%","±0.6",2019
"With private health insurance","New Hampshire","84,366","±1,581","58.70%","±1.0",2019
"With public coverage","New Hampshire","56,996","±1,888","39.70%","±1.0",2019
"No health insurance coverage","New Hampshire","13,088","±922","9.10%","±0.6",2019
"Civilian noninstitutionalized population","New Jersey","8,773,993","±705","8,773,993","(X)",2019
"With health insurance coverage","New Jersey","8,090,314","±11,965","92.20%","±0.1",2019
"With private health insurance","New Jersey","6,342,042","±22,750","72.30%","±0.3",2019
"With public coverage","New Jersey","2,739,911","±14,809","31.20%","±0.2",2019
"No health insurance coverage","New Jersey","683,679","±12,030","7.80%","±0.1",2019
"Civilian noninstitutionalized population under 19 years","New Jersey","2,068,547","±1,550","2,068,547","(X)",2019
"No health insurance coverage","New Jersey","78,782","±3,054","3.80%","±0.1",2019
"Civilian noninstitutionalized population 19 to 64 years","New Jersey","5,334,296","±1,807","5,334,296","(X)",2019
"In labor force:","New Jersey","4,290,584","±7,935","4,290,584","(X)",2019
"Employed:","New Jersey","4,063,052","±8,661","4,063,052","(X)",2019
"With health insurance coverage","New Jersey","3,653,615","±12,920","89.90%","±0.2",2019
"With private health insurance","New Jersey","3,369,056","±13,776","82.90%","±0.2",2019
"With public coverage","New Jersey","347,386","±4,869","8.50%","±0.1",2019
"No health insurance coverage","New Jersey","409,437","±7,684","10.10%","±0.2",2019
"Unemployed:","New Jersey","227,532","±3,878","227,532","(X)",2019
"With health insurance coverage","New Jersey","174,762","±3,238","76.80%","±0.7",2019
"With private health insurance","New Jersey","111,122","±2,506","48.80%","±0.8",2019
"With public coverage","New Jersey","69,437","±2,104","30.50%","±0.8",2019
"No health insurance coverage","New Jersey","52,770","±1,864","23.20%","±0.7",2019
"Not in labor force:","New Jersey","1,043,712","±8,154","1,043,712","(X)",2019
"With health insurance coverage","New Jersey","916,516","±7,755","87.80%","±0.3",2019
"With private health insurance","New Jersey","613,390","±5,340","58.80%","±0.4",2019
"With public coverage","New Jersey","370,395","±5,541","35.50%","±0.4",2019
"No health insurance coverage","New Jersey","127,196","±3,392","12.20%","±0.3",2019
"Civilian noninstitutionalized population","New Mexico","2,057,086","±750","2,057,086","(X)",2019
"With health insurance coverage","New Mexico","1,859,479","±4,421","90.40%","±0.2",2019
"With private health insurance","New Mexico","1,130,805","±7,743","55.00%","±0.4",2019
"With public coverage","New Mexico","994,103","±6,509","48.30%","±0.3",2019
"No health insurance coverage","New Mexico","197,607","±4,402","9.60%","±0.2",2019
"Civilian noninstitutionalized population under 19 years","New Mexico","516,764","±994","516,764","(X)",2019
"No health insurance coverage","New Mexico","27,265","±1,755","5.30%","±0.3",2019
"Civilian noninstitutionalized population 19 to 64 years","New Mexico","1,192,772","±1,199","1,192,772","(X)",2019
"In labor force:","New Mexico","869,533","±4,356","869,533","(X)",2019
"Employed:","New Mexico","813,612","±4,483","813,612","(X)",2019
"With health insurance coverage","New Mexico","705,025","±5,080","86.70%","±0.4",2019
"With private health insurance","New Mexico","569,679","±5,129","70.00%","±0.4",2019
"With public coverage","New Mexico","168,752","±3,219","20.70%","±0.4",2019
"No health insurance coverage","New Mexico","108,587","±2,956","13.30%","±0.4",2019
"Unemployed:","New Mexico","55,921","±2,057","55,921","(X)",2019
"With health insurance coverage","New Mexico","44,208","±1,789","79.10%","±1.5",2019
"With private health insurance","New Mexico","15,127","±975","27.10%","±1.7",2019
"With public coverage","New Mexico","31,258","±1,536","55.90%","±1.7",2019
"No health insurance coverage","New Mexico","11,713","±955","20.90%","±1.5",2019
"Not in labor force:","New Mexico","323,239","±4,179","323,239","(X)",2019
"With health insurance coverage","New Mexico","276,561","±3,502","85.60%","±0.5",2019
"With private health insurance","New Mexico","127,943","±2,418","39.60%","±0.7",2019
"With public coverage","New Mexico","172,588","±3,048","53.40%","±0.7",2019
"No health insurance coverage","New Mexico","46,678","±1,900","14.40%","±0.5",2019
"Civilian noninstitutionalized population","New York","19,333,899","±1,003","19,333,899","(X)",2019
"With health insurance coverage","New York","18,216,740","±14,172","94.20%","±0.1",2019
"With private health insurance","New York","12,994,267","±37,972","67.20%","±0.2",2019
"With public coverage","New York","7,573,943","±23,227","39.20%","±0.1",2019
"No health insurance coverage","New York","1,117,159","±14,283","5.80%","±0.1",2019
"Civilian noninstitutionalized population under 19 years","New York","4,351,187","±2,437","4,351,187","(X)",2019
"No health insurance coverage","New York","108,900","±3,648","2.50%","±0.1",2019
"Civilian noninstitutionalized population 19 to 64 years","New York","11,930,913","±2,997","11,930,913","(X)",2019
"In labor force:","New York","9,275,483","±13,805","9,275,483","(X)",2019
"Employed:","New York","8,785,430","±13,285","8,785,430","(X)",2019
"With health insurance coverage","New York","8,107,241","±17,978","92.30%","±0.1",2019
"With private health insurance","New York","6,992,624","±21,284","79.60%","±0.2",2019
"With public coverage","New York","1,332,697","±7,998","15.20%","±0.1",2019
"No health insurance coverage","New York","678,189","±9,175","7.70%","±0.1",2019
"Unemployed:","New York","490,053","±5,262","490,053","(X)",2019
"With health insurance coverage","New York","413,260","±5,162","84.30%","±0.4",2019
"With private health insurance","New York","200,948","±3,479","41.00%","±0.6",2019
"With public coverage","New York","232,856","±4,183","47.50%","±0.6",2019
"No health insurance coverage","New York","76,793","±2,100","15.70%","±0.4",2019
"Not in labor force:","New York","2,655,430","±13,710","2,655,430","(X)",2019
"With health insurance coverage","New York","2,425,421","±10,780","91.30%","±0.2",2019
"With private health insurance","New York","1,330,564","±7,918","50.10%","±0.3",2019
"With public coverage","New York","1,300,784","±9,633","49.00%","±0.2",2019
"No health insurance coverage","New York","230,009","±5,272","8.70%","±0.2",2019
"Civilian noninstitutionalized population","North Carolina","10,060,249","±2,163","10,060,249","(X)",2019
"With health insurance coverage","North Carolina","8,983,255","±14,134","89.30%","±0.1",2019
"With private health insurance","North Carolina","6,781,282","±26,371","67.40%","±0.3",2019
"With public coverage","North Carolina","3,469,932","±13,408","34.50%","±0.1",2019
"No health insurance coverage","North Carolina","1,076,994","±14,661","10.70%","±0.1",2019
"Civilian noninstitutionalized population under 19 years","North Carolina","2,439,261","±2,556","2,439,261","(X)",2019
"No health insurance coverage","North Carolina","122,010","±3,467","5.00%","±0.1",2019
"Civilian noninstitutionalized population 19 to 64 years","North Carolina","6,033,273","±3,468","6,033,273","(X)",2019
"In labor force:","North Carolina","4,636,522","±9,619","4,636,522","(X)",2019
"Employed:","North Carolina","4,393,201","±9,775","4,393,201","(X)",2019
"With health insurance coverage","North Carolina","3,786,743","±14,317","86.20%","±0.2",2019
"With private health insurance","North Carolina","3,595,265","±14,702","81.80%","±0.2",2019
"With public coverage","North Carolina","313,032","±4,237","7.10%","±0.1",2019
"No health insurance coverage","North Carolina","606,458","±9,264","13.80%","±0.2",2019
"Unemployed:","North Carolina","243,321","±4,292","243,321","(X)",2019
"With health insurance coverage","North Carolina","147,359","±2,976","60.60%","±0.8",2019
"With private health insurance","North Carolina","97,080","±2,245","39.90%","±0.8",2019
"With public coverage","North Carolina","57,276","±1,868","23.50%","±0.6",2019
"No health insurance coverage","North Carolina","95,962","±2,861","39.40%","±0.8",2019
