"Label..Grouping.","State","Estimate","Margin.of.Error","Percent","Percent.Margin.of.Error","Year"
"Walked","Indiana","67,673","±1,824","2.20%","±0.1",2019
"Other means","Indiana","43,475","±1,526","1.40%","±0.1",2019
"Worked from home","Indiana","124,527","±2,657","4.00%","±0.1",2019
"Mean travel time to work (minutes)","Indiana","23.8","±0.1","(X)","(X)",2019
"Workers 16 years and over","Iowa","1,587,322","±5,053","1,587,322","(X)",2019
"Car, truck, or van -- drove alone","Iowa","1,287,488","±5,868","81.10%","±0.2",2019
"Car, truck, or van -- carpooled","Iowa","131,835","±3,144","8.30%","±0.2",2019
"Public transportation (excluding taxicab)","Iowa","17,109","±1,195","1.10%","±0.1",2019
"Walked","Iowa","51,588","±1,603","3.30%","±0.1",2019
"Other means","Iowa","21,628","±891","1.40%","±0.1",2019
"Worked from home","Iowa","77,674","±1,895","4.90%","±0.1",2019
"Mean travel time to work (minutes)","Iowa","19.3","±0.1","(X)","(X)",2019
"Workers 16 years and over","Kansas","1,435,438","±5,187","1,435,438","(X)",2019
"Car, truck, or van -- drove alone","Kansas","1,181,623","±5,686","82.30%","±0.2",2019
"Car, truck, or van -- carpooled","Kansas","128,744","±2,812","9.00%","±0.2",2019
"Public transportation (excluding taxicab)","Kansas","6,908","±737","0.50%","±0.1",2019
"Walked","Kansas","33,249","±1,329","2.30%","±0.1",2019
"Other means","Kansas","18,521","±929","1.30%","±0.1",2019
"Worked from home","Kansas","66,393","±1,860","4.60%","±0.1",2019
"Mean travel time to work (minutes)","Kansas","19.4","±0.1","(X)","(X)",2019
"Workers 16 years and over","Kentucky","1,949,184","±8,087","1,949,184","(X)",2019
"Car, truck, or van -- drove alone","Kentucky","1,601,303","±7,814","82.20%","±0.2",2019
"Car, truck, or van -- carpooled","Kentucky","183,547","±4,048","9.40%","±0.2",2019
"Public transportation (excluding taxicab)","Kentucky","19,887","±820","1.00%","±0.1",2019
"Walked","Kentucky","42,065","±1,576","2.20%","±0.1",2019
"Other means","Kentucky","27,698","±1,371","1.40%","±0.1",2019
"Worked from home","Kentucky","74,684","±1,923","3.80%","±0.1",2019
"Mean travel time to work (minutes)","Kentucky","23.6","±0.1","(X)","(X)",2019
"Workers 16 years and over","Louisiana","2,013,055","±7,423","2,013,055","(X)",2019
"Car, truck, or van -- drove alone","Louisiana","1,663,698","±7,084","82.60%","±0.3",2019
"Car, truck, or van -- carpooled","Louisiana","183,681","±4,186","9.10%","±0.2",2019
"Public transportation (excluding taxicab)","Louisiana","24,745","±1,390","1.20%","±0.1",2019
"Walked","Louisiana","37,270","±1,609","1.90%","±0.1",2019
"Other means","Louisiana","37,476","±1,719","1.90%","±0.1",2019
"Worked from home","Louisiana","66,185","±1,870","3.30%","±0.1",2019
"Mean travel time to work (minutes)","Louisiana","25.7","±0.2","(X)","(X)",2019
"Workers 16 years and over","Maine","657,018","±2,828","657,018","(X)",2019
"Car, truck, or van -- drove alone","Maine","517,694","±2,926","78.80%","±0.3",2019
"Car, truck, or van -- carpooled","Maine","61,363","±1,665","9.30%","±0.2",2019
"Public transportation (excluding taxicab)","Maine","3,940","±489","0.60%","±0.1",2019
"Walked","Maine","25,575","±1,034","3.90%","±0.2",2019
"Other means","Maine","9,376","±658","1.40%","±0.1",2019
"Worked from home","Maine","39,070","±1,212","5.90%","±0.2",2019
"Mean travel time to work (minutes)","Maine","24.2","±0.2","(X)","(X)",2019
"Workers 16 years and over","Maryland","3,046,449","±6,720","3,046,449","(X)",2019
"Car, truck, or van -- drove alone","Maryland","2,251,348","±7,900","73.90%","±0.2",2019
"Car, truck, or van -- carpooled","Maryland","271,403","±4,747","8.90%","±0.2",2019
"Public transportation (excluding taxicab)","Maryland","254,650","±3,347","8.40%","±0.1",2019
"Walked","Maryland","70,256","±2,107","2.30%","±0.1",2019
"Other means","Maryland","46,903","±1,871","1.50%","±0.1",2019
"Worked from home","Maryland","151,889","±3,105","5.00%","±0.1",2019
"Mean travel time to work (minutes)","Maryland","33.2","±0.1","(X)","(X)",2019
"Workers 16 years and over","Massachusetts","3,545,037","±8,541","3,545,037","(X)",2019
"Car, truck, or van -- drove alone","Massachusetts","2,478,165","±8,986","69.90%","±0.2",2019
"Car, truck, or van -- carpooled","Massachusetts","264,954","±4,362","7.50%","±0.1",2019
"Public transportation (excluding taxicab)","Massachusetts","368,075","±4,407","10.40%","±0.1",2019
"Walked","Massachusetts","174,438","±2,863","4.90%","±0.1",2019
"Other means","Massachusetts","76,751","±2,325","2.20%","±0.1",2019
"Worked from home","Massachusetts","182,654","±3,232","5.20%","±0.1",2019
"Mean travel time to work (minutes)","Massachusetts","30.2","±0.1","(X)","(X)",2019
"Workers 16 years and over","Michigan","4,561,536","±9,521","4,561,536","(X)",2019
"Car, truck, or van -- drove alone","Michigan","3,753,960","±9,527","82.30%","±0.1",2019
"Car, truck, or van -- carpooled","Michigan","403,728","±4,200","8.90%","±0.1",2019
"Public transportation (excluding taxicab)","Michigan","60,696","±1,888","1.30%","±0.1",2019
"Walked","Michigan","101,651","±2,424","2.20%","±0.1",2019
"Other means","Michigan","56,748","±1,513","1.20%","±0.1",2019
"Worked from home","Michigan","184,753","±3,028","4.10%","±0.1",2019
"Mean travel time to work (minutes)","Michigan","24.6","±0.1","(X)","(X)",2019
"Workers 16 years and over","Minnesota","2,907,476","±6,452","2,907,476","(X)",2019
"Car, truck, or van -- drove alone","Minnesota","2,263,435","±6,751","77.80%","±0.2",2019
"Car, truck, or van -- carpooled","Minnesota","244,181","±3,579","8.40%","±0.1",2019
"Public transportation (excluding taxicab)","Minnesota","102,720","±2,011","3.50%","±0.1",2019
"Walked","Minnesota","77,891","±1,598","2.70%","±0.1",2019
"Other means","Minnesota","46,718","±1,568","1.60%","±0.1",2019
"Worked from home","Minnesota","172,531","±2,173","5.90%","±0.1",2019
"Mean travel time to work (minutes)","Minnesota","23.7","±0.1","(X)","(X)",2019
"Workers 16 years and over","Mississippi","1,223,551","±6,701","1,223,551","(X)",2019
"Car, truck, or van -- drove alone","Mississippi","1,041,666","±6,602","85.10%","±0.3",2019
"Car, truck, or van -- carpooled","Mississippi","113,195","±2,988","9.30%","±0.2",2019
"Public transportation (excluding taxicab)","Mississippi","3,578","±485","0.30%","±0.1",2019
"Walked","Mississippi","16,335","±1,172","1.30%","±0.1",2019
"Other means","Mississippi","19,002","±1,492","1.60%","±0.1",2019
"Worked from home","Mississippi","29,775","±1,512","2.40%","±0.1",2019
"Mean travel time to work (minutes)","Mississippi","24.8","±0.2","(X)","(X)",2019
"Workers 16 years and over","Missouri","2,885,039","±7,462","2,885,039","(X)",2019
"Car, truck, or van -- drove alone","Missouri","2,364,888","±7,775","82.00%","±0.2",2019
"Car, truck, or van -- carpooled","Missouri","249,373","±4,184","8.60%","±0.1",2019
"Public transportation (excluding taxicab)","Missouri","38,268","±1,448","1.30%","±0.1",2019
"Walked","Missouri","55,968","±2,302","1.90%","±0.1",2019
"Other means","Missouri","33,749","±1,408","1.20%","±0.1",2019
"Worked from home","Missouri","142,793","±2,982","4.90%","±0.1",2019
"Mean travel time to work (minutes)","Missouri","23.9","±0.1","(X)","(X)",2019
"Workers 16 years and over","Montana","504,672","±2,938","504,672","(X)",2019
"Car, truck, or van -- drove alone","Montana","382,930","±3,409","75.90%","±0.5",2019
"Car, truck, or van -- carpooled","Montana","48,089","±1,580","9.50%","±0.3",2019
"Public transportation (excluding taxicab)","Montana","3,774","±454","0.70%","±0.1",2019
"Walked","Montana","25,527","±1,098","5.10%","±0.2",2019
"Other means","Montana","11,602","±713","2.30%","±0.1",2019
"Worked from home","Montana","32,750","±1,161","6.50%","±0.2",2019
"Mean travel time to work (minutes)","Montana","18.3","±0.2","(X)","(X)",2019
"Workers 16 years and over","Nebraska","987,673","±3,137","987,673","(X)",2019
"Car, truck, or van -- drove alone","Nebraska","809,769","±3,804","82.00%","±0.3",2019
"Car, truck, or van -- carpooled","Nebraska","88,073","±2,306","8.90%","±0.2",2019
"Public transportation (excluding taxicab)","Nebraska","6,781","±592","0.70%","±0.1",2019
"Walked","Nebraska","25,836","±945","2.60%","±0.1",2019
"Other means","Nebraska","12,357","±797","1.30%","±0.1",2019
"Worked from home","Nebraska","44,857","±1,240","4.50%","±0.1",2019
"Mean travel time to work (minutes)","Nebraska","18.8","±0.1","(X)","(X)",2019
"Workers 16 years and over","Nevada","1,388,343","±5,126","1,388,343","(X)",2019
"Car, truck, or van -- drove alone","Nevada","1,083,498","±5,932","78.00%","±0.3",2019
"Car, truck, or van -- carpooled","Nevada","145,280","±3,533","10.50%","±0.2",2019
"Public transportation (excluding taxicab)","Nevada","44,126","±1,790","3.20%","±0.1",2019
"Walked","Nevada","25,149","±1,216","1.80%","±0.1",2019
"Other means","Nevada","30,790","±1,302","2.20%","±0.1",2019
"Worked from home","Nevada","59,500","±1,855","4.30%","±0.1",2019
"Mean travel time to work (minutes)","Nevada","24.6","±0.1","(X)","(X)",2019
"Workers 16 years and over","New Hampshire","714,588","±2,848","714,588","(X)",2019
"Car, truck, or van -- drove alone","New Hampshire","576,161","±3,783","80.60%","±0.4",2019
"Car, truck, or van -- carpooled","New Hampshire","56,360","±2,059","7.90%","±0.3",2019
"Public transportation (excluding taxicab)","New Hampshire","6,119","±546","0.90%","±0.1",2019
"Walked","New Hampshire","19,104","±1,001","2.70%","±0.1",2019
"Other means","New Hampshire","9,417","±905","1.30%","±0.1",2019
"Worked from home","New Hampshire","47,427","±1,555","6.60%","±0.2",2019
"Mean travel time to work (minutes)","New Hampshire","27.5","±0.2","(X)","(X)",2019
"Workers 16 years and over","New Jersey","4,336,884","±9,772","4,336,884","(X)",2019
"Car, truck, or van -- drove alone","New Jersey","3,086,231","±10,175","71.20%","±0.2",2019
"Car, truck, or van -- carpooled","New Jersey","346,868","±4,365","8.00%","±0.1",2019
"Public transportation (excluding taxicab)","New Jersey","505,619","±5,143","11.70%","±0.1",2019
"Walked","New Jersey","122,948","±3,103","2.80%","±0.1",2019
"Other means","New Jersey","79,061","±2,393","1.80%","±0.1",2019
"Worked from home","New Jersey","196,157","±3,283","4.50%","±0.1",2019
"Mean travel time to work (minutes)","New Jersey","32.2","±0.1","(X)","(X)",2019
"Workers 16 years and over","New Mexico","886,880","±4,874","886,880","(X)",2019
"Car, truck, or van -- drove alone","New Mexico","712,638","±4,267","80.40%","±0.4",2019
"Car, truck, or van -- carpooled","New Mexico","88,392","±3,065","10.00%","±0.3",2019
"Public transportation (excluding taxicab)","New Mexico","9,654","±843","1.10%","±0.1",2019
"Walked","New Mexico","18,059","±1,102","2.00%","±0.1",2019
"Other means","New Mexico","14,679","±1,055","1.70%","±0.1",2019
"Worked from home","New Mexico","43,458","±1,588","4.90%","±0.2",2019
"Mean travel time to work (minutes)","New Mexico","22.3","±0.2","(X)","(X)",2019
"Workers 16 years and over","New York","9,300,315","±13,871","9,300,315","(X)",2019
"Car, truck, or van -- drove alone","New York","4,931,345","±11,606","53.00%","±0.1",2019
"Car, truck, or van -- carpooled","New York","601,046","±6,553","6.50%","±0.1",2019
"Public transportation (excluding taxicab)","New York","2,600,500","±11,031","28.00%","±0.1",2019
"Walked","New York","570,614","±5,848","6.10%","±0.1",2019
"Other means","New York","190,148","±3,715","2.00%","±0.1",2019
"Worked from home","New York","406,662","±5,632","4.40%","±0.1",2019
"Mean travel time to work (minutes)","New York","33.6","±0.1","(X)","(X)",2019
"Workers 16 years and over","North Carolina","4,758,740","±10,766","4,758,740","(X)",2019
"Car, truck, or van -- drove alone","North Carolina","3,850,705","±10,624","80.90%","±0.1",2019
"Car, truck, or van -- carpooled","North Carolina","436,089","±5,488","9.20%","±0.1",2019
"Public transportation (excluding taxicab)","North Carolina","48,284","±1,881","1.00%","±0.1",2019
"Walked","North Carolina","85,749","±2,165","1.80%","±0.1",2019
"Other means","North Carolina","61,767","±2,060","1.30%","±0.1",2019
"Worked from home","North Carolina","276,146","±4,218","5.80%","±0.1",2019
"Mean travel time to work (minutes)","North Carolina","24.8","±0.1","(X)","(X)",2019
"Workers 16 years and over","North Dakota","401,133","±2,067","401,133","(X)",2019
"Car, truck, or van -- drove alone","North Dakota","327,871","±2,145","81.70%","±0.4",2019
"Car, truck, or van -- carpooled","North Dakota","35,254","±1,117","8.80%","±0.3",2019
"Public transportation (excluding taxicab)","North Dakota","2,096","±355","0.50%","±0.1",2019
"Walked","North Dakota","13,610","±771","3.40%","±0.2",2019
"Other means","North Dakota","4,551","±553","1.10%","±0.1",2019
"Worked from home","North Dakota","17,751","±857","4.40%","±0.2",2019
"Mean travel time to work (minutes)","North Dakota","17.3","±0.2","(X)","(X)",2019
"Workers 16 years and over","Ohio","5,488,776","±11,993","5,488,776","(X)",2019
"Car, truck, or van -- drove alone","Ohio","4,551,587","±13,891","82.90%","±0.1",2019
"Car, truck, or van -- carpooled","Ohio","430,114","±5,363","7.80%","±0.1",2019
"Public transportation (excluding taxicab)","Ohio","86,636","±2,254","1.60%","±0.1",2019
"Walked","Ohio","122,768","±2,537","2.20%","±0.1",2019
"Other means","Ohio","65,866","±2,011","1.20%","±0.1",2019
"Worked from home","Ohio","231,805","±3,044","4.20%","±0.1",2019
"Mean travel time to work (minutes)","Ohio","23.7","±0.1","(X)","(X)",2019
"Workers 16 years and over","Oklahoma","1,760,495","±5,070","1,760,495","(X)",2019
"Car, truck, or van -- drove alone","Oklahoma","1,451,796","±5,837","82.50%","±0.2",2019
"Car, truck, or van -- carpooled","Oklahoma","173,011","±2,816","9.80%","±0.2",2019
"Public transportation (excluding taxicab)","Oklahoma","7,153","±584","0.40%","±0.1",2019
"Walked","Oklahoma","30,421","±1,112","1.70%","±0.1",2019
"Other means","Oklahoma","25,018","±1,146","1.40%","±0.1",2019
"Worked from home","Oklahoma","73,096","±1,806","4.20%","±0.1",2019
"Mean travel time to work (minutes)","Oklahoma","21.9","±0.1","(X)","(X)",2019
"Workers 16 years and over","Oregon","1,940,955","±6,475","1,940,955","(X)",2019
"Car, truck, or van -- drove alone","Oregon","1,392,061","±6,241","71.70%","±0.3",2019
"Car, truck, or van -- carpooled","Oregon","190,496","±3,580","9.80%","±0.2",2019
"Public transportation (excluding taxicab)","Oregon","87,483","±2,282","4.50%","±0.1",2019
"Walked","Oregon","71,950","±1,861","3.70%","±0.1",2019
"Other means","Oregon","62,886","±2,037","3.20%","±0.1",2019
"Worked from home","Oregon","136,079","±2,776","7.00%","±0.1",2019
"Mean travel time to work (minutes)","Oregon","23.9","±0.1","(X)","(X)",2019
"Workers 16 years and over","Pennsylvania","6,081,077","±11,082","6,081,077","(X)",2019
"Car, truck, or van -- drove alone","Pennsylvania","4,617,285","±11,264","75.90%","±0.1",2019
"Car, truck, or van -- carpooled","Pennsylvania","514,206","±5,882","8.50%","±0.1",2019
"Public transportation (excluding taxicab)","Pennsylvania","340,838","±3,936","5.60%","±0.1",2019
"Walked","Pennsylvania","221,728","±3,373","3.60%","±0.1",2019
"Other means","Pennsylvania","89,300","±2,566","1.50%","±0.1",2019
"Worked from home","Pennsylvania","297,720","±4,273","4.90%","±0.1",2019
"Mean travel time to work (minutes)","Pennsylvania","27.2","±0.1","(X)","(X)",2019
"Workers 16 years and over","Rhode Island","522,393","±3,084","522,393","(X)",2019
"Car, truck, or van -- drove alone","Rhode Island","419,037","±2,912","80.20%","±0.4",2019
"Car, truck, or van -- carpooled","Rhode Island","45,101","±1,937","8.60%","±0.4",2019
"Public transportation (excluding taxicab)","Rhode Island","13,195","±1,087","2.50%","±0.2",2019
"Walked","Rhode Island","17,830","±969","3.40%","±0.2",2019
"Other means","Rhode Island","6,034","±643","1.20%","±0.1",2019
"Worked from home","Rhode Island","21,196","±964","4.10%","±0.2",2019
"Mean travel time to work (minutes)","Rhode Island","25.2","±0.3","(X)","(X)",2019
"Workers 16 years and over","South Carolina","2,264,320","±7,437","2,264,320","(X)",2019
"Car, truck, or van -- drove alone","South Carolina","1,865,513","±7,994","82.40%","±0.2",2019
"Car, truck, or van -- carpooled","South Carolina","207,945","±4,223","9.20%","±0.2",2019
