"","Date","Year","Month","Animal","Weight","Commercial_Or_Federally_Inspected","Live_Or_Dressed","Type_Of_Meat"
"4757","Aug-1996",1996,8,"Other Chickens","5.3","Federally Inspected","Live","Poultry"
"4758","Jul-1996",1996,7,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4759","Jun-1996",1996,6,"Other Chickens","5.5","Federally Inspected","Live","Poultry"
"4760","May-1996",1996,5,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4761","Apr-1996",1996,4,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4762","Mar-1996",1996,3,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4763","Feb-1996",1996,2,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4764","Jan-1996",1996,1,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4765","Dec-1995",1995,12,"Other Chickens","5","Federally Inspected","Live","Poultry"
"4766","Nov-1995",1995,11,"Other Chickens","5.3","Federally Inspected","Live","Poultry"
"4767","Oct-1995",1995,10,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4768","Sep-1995",1995,9,"Other Chickens","5.2","Federally Inspected","Live","Poultry"
"4769","Aug-1995",1995,8,"Other Chickens","5","Federally Inspected","Live","Poultry"
"4770","Jul-1995",1995,7,"Other Chickens","5.4","Federally Inspected","Live","Poultry"
"4771","Jun-1995",1995,6,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4772","May-1995",1995,5,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4773","Apr-1995",1995,4,"Other Chickens","4.9","Federally Inspected","Live","Poultry"
"4774","Mar-1995",1995,3,"Other Chickens","5","Federally Inspected","Live","Poultry"
"4775","Feb-1995",1995,2,"Other Chickens","5","Federally Inspected","Live","Poultry"
"4776","Jan-1995",1995,1,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4777","Dec-1994",1994,12,"Other Chickens","4.9","Federally Inspected","Live","Poultry"
"4778","Nov-1994",1994,11,"Other Chickens","5.3","Federally Inspected","Live","Poultry"
"4779","Oct-1994",1994,10,"Other Chickens","5.3","Federally Inspected","Live","Poultry"
"4780","Sep-1994",1994,9,"Other Chickens","5.3","Federally Inspected","Live","Poultry"
"4781","Aug-1994",1994,8,"Other Chickens","5.1","Federally Inspected","Live","Poultry"
"4782","Jul-1994",1994,7,"Other Chickens","4.9","Federally Inspected","Live","Poultry"
"4783","Jun-1994",1994,6,"Other Chickens","5","Federally Inspected","Live","Poultry"
"4784","May-1994",1994,5,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4785","Apr-1994",1994,4,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4786","Mar-1994",1994,3,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4787","Feb-1994",1994,2,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4788","Jan-1994",1994,1,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4789","Dec-1993",1993,12,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4790","Nov-1993",1993,11,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4791","Oct-1993",1993,10,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4792","Sep-1993",1993,9,"Other Chickens","4.9","Federally Inspected","Live","Poultry"
"4793","Aug-1993",1993,8,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4794","Jul-1993",1993,7,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4795","Jun-1993",1993,6,"Other Chickens","5","Federally Inspected","Live","Poultry"
"4796","May-1993",1993,5,"Other Chickens","4.9","Federally Inspected","Live","Poultry"
"4797","Apr-1993",1993,4,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4798","Mar-1993",1993,3,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4799","Feb-1993",1993,2,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4800","Jan-1993",1993,1,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4801","Dec-1992",1992,12,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4802","Nov-1992",1992,11,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4803","Oct-1992",1992,10,"Other Chickens","4.9","Federally Inspected","Live","Poultry"
"4804","Sep-1992",1992,9,"Other Chickens","5","Federally Inspected","Live","Poultry"
"4805","Aug-1992",1992,8,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4806","Jul-1992",1992,7,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4807","Jun-1992",1992,6,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4808","May-1992",1992,5,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4809","Apr-1992",1992,4,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4810","Mar-1992",1992,3,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4811","Feb-1992",1992,2,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4812","Jan-1992",1992,1,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4813","Dec-1991",1991,12,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4814","Nov-1991",1991,11,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4815","Oct-1991",1991,10,"Other Chickens","4.9","Federally Inspected","Live","Poultry"
"4816","Sep-1991",1991,9,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4817","Aug-1991",1991,8,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4818","Jul-1991",1991,7,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4819","Jun-1991",1991,6,"Other Chickens","4.9","Federally Inspected","Live","Poultry"
"4820","May-1991",1991,5,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4821","Apr-1991",1991,4,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4822","Mar-1991",1991,3,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4823","Feb-1991",1991,2,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4824","Jan-1991",1991,1,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4825","Dec-1990",1990,12,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4826","Nov-1990",1990,11,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4827","Oct-1990",1990,10,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4828","Sep-1990",1990,9,"Other Chickens","4.9","Federally Inspected","Live","Poultry"
"4829","Aug-1990",1990,8,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4830","Jul-1990",1990,7,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4831","Jun-1990",1990,6,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4832","May-1990",1990,5,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4833","Apr-1990",1990,4,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4834","Mar-1990",1990,3,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4835","Feb-1990",1990,2,"Other Chickens","5","Federally Inspected","Live","Poultry"
"4836","Jan-1990",1990,1,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4837","Dec-1989",1989,12,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4838","Nov-1989",1989,11,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4839","Oct-1989",1989,10,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4840","Sep-1989",1989,9,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4841","Aug-1989",1989,8,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4842","Jul-1989",1989,7,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4843","Jun-1989",1989,6,"Other Chickens","5","Federally Inspected","Live","Poultry"
"4844","May-1989",1989,5,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4845","Apr-1989",1989,4,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4846","Mar-1989",1989,3,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4847","Feb-1989",1989,2,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4848","Jan-1989",1989,1,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4849","Dec-1988",1988,12,"Other Chickens","4.4","Federally Inspected","Live","Poultry"
"4850","Nov-1988",1988,11,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4851","Oct-1988",1988,10,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4852","Sep-1988",1988,9,"Other Chickens","4.9","Federally Inspected","Live","Poultry"
"4853","Aug-1988",1988,8,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4854","Jul-1988",1988,7,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4855","Jun-1988",1988,6,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4856","May-1988",1988,5,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4857","Apr-1988",1988,4,"Other Chickens","4.3","Federally Inspected","Live","Poultry"
"4858","Mar-1988",1988,3,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4859","Feb-1988",1988,2,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4860","Jan-1988",1988,1,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4861","Dec-1987",1987,12,"Other Chickens","4.3","Federally Inspected","Live","Poultry"
"4862","Nov-1987",1987,11,"Other Chickens","4.4","Federally Inspected","Live","Poultry"
"4863","Oct-1987",1987,10,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4864","Sep-1987",1987,9,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4865","Aug-1987",1987,8,"Other Chickens","4.3","Federally Inspected","Live","Poultry"
"4866","Jul-1987",1987,7,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4867","Jun-1987",1987,6,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4868","May-1987",1987,5,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4869","Apr-1987",1987,4,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4870","Mar-1987",1987,3,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4871","Feb-1987",1987,2,"Other Chickens","4","Federally Inspected","Live","Poultry"
"4872","Jan-1987",1987,1,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4873","Dec-1986",1986,12,"Other Chickens","4.4","Federally Inspected","Live","Poultry"
"4874","Nov-1986",1986,11,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4875","Oct-1986",1986,10,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4876","Sep-1986",1986,9,"Other Chickens","4.9","Federally Inspected","Live","Poultry"
"4877","Aug-1986",1986,8,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4878","Jul-1986",1986,7,"Other Chickens","4.4","Federally Inspected","Live","Poultry"
"4879","Jun-1986",1986,6,"Other Chickens","4.4","Federally Inspected","Live","Poultry"
"4880","May-1986",1986,5,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4881","Apr-1986",1986,4,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4882","Mar-1986",1986,3,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4883","Feb-1986",1986,2,"Other Chickens","4.4","Federally Inspected","Live","Poultry"
"4884","Jan-1986",1986,1,"Other Chickens","4.4","Federally Inspected","Live","Poultry"
"4885","Dec-1985",1985,12,"Other Chickens","4.4","Federally Inspected","Live","Poultry"
"4886","Nov-1985",1985,11,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4887","Oct-1985",1985,10,"Other Chickens","4.9","Federally Inspected","Live","Poultry"
"4888","Sep-1985",1985,9,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4889","Aug-1985",1985,8,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4890","Jul-1985",1985,7,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4891","Jun-1985",1985,6,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4892","May-1985",1985,5,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4893","Apr-1985",1985,4,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4894","Mar-1985",1985,3,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4895","Feb-1985",1985,2,"Other Chickens","4.3","Federally Inspected","Live","Poultry"
"4896","Jan-1985",1985,1,"Other Chickens","4.2","Federally Inspected","Live","Poultry"
"4897","Dec-1984",1984,12,"Other Chickens","4.4","Federally Inspected","Live","Poultry"
"4898","Nov-1984",1984,11,"Other Chickens","4.4","Federally Inspected","Live","Poultry"
"4899","Oct-1984",1984,10,"Other Chickens","4.4","Federally Inspected","Live","Poultry"
"4900","Sep-1984",1984,9,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4901","Aug-1984",1984,8,"Other Chickens","4.4","Federally Inspected","Live","Poultry"
"4902","Jul-1984",1984,7,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4903","Jun-1984",1984,6,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4904","May-1984",1984,5,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4905","Apr-1984",1984,4,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4906","Mar-1984",1984,3,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4907","Feb-1984",1984,2,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4908","Jan-1984",1984,1,"Other Chickens","4.4","Federally Inspected","Live","Poultry"
"4909","Dec-1983",1983,12,"Other Chickens","4.4","Federally Inspected","Live","Poultry"
"4910","Nov-1983",1983,11,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4911","Oct-1983",1983,10,"Other Chickens","4.7","Federally Inspected","Live","Poultry"
"4912","Sep-1983",1983,9,"Other Chickens","4.6","Federally Inspected","Live","Poultry"
"4913","Aug-1983",1983,8,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4914","Jul-1983",1983,7,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4915","Jun-1983",1983,6,"Other Chickens","4.8","Federally Inspected","Live","Poultry"
"4916","May-1983",1983,5,"Other Chickens","4.9","Federally Inspected","Live","Poultry"
"4917","Apr-1983",1983,4,"Other Chickens","4.3","Federally Inspected","Live","Poultry"
"4918","Mar-1983",1983,3,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4919","Feb-1983",1983,2,"Other Chickens","4.5","Federally Inspected","Live","Poultry"
"4920","Jan-1983",1983,1,"Other Chickens","4.4","Federally Inspected","Live","Poultry"
"4921","Dec-2023",2023,12,"Turkeys","31.6","Federally Inspected","Live","Poultry"
"4922","Nov-2023",2023,11,"Turkeys","30.6","Federally Inspected","Live","Poultry"
"4923","Oct-2023",2023,10,"Turkeys","30.6","Federally Inspected","Live","Poultry"
"4924","Sep-2023",2023,9,"Turkeys","31.6","Federally Inspected","Live","Poultry"
"4925","Aug-2023",2023,8,"Turkeys","30.7","Federally Inspected","Live","Poultry"
"4926","Jul-2023",2023,7,"Turkeys","31.8","Federally Inspected","Live","Poultry"
"4927","Jun-2023",2023,6,"Turkeys","32.1","Federally Inspected","Live","Poultry"
"4928","May-2023",2023,5,"Turkeys","32","Federally Inspected","Live","Poultry"
"4929","Apr-2023",2023,4,"Turkeys","32.5","Federally Inspected","Live","Poultry"
"4930","Mar-2023",2023,3,"Turkeys","32","Federally Inspected","Live","Poultry"
"4931","Feb-2023",2023,2,"Turkeys","32.8","Federally Inspected","Live","Poultry"
"4932","Jan-2023",2023,1,"Turkeys","32.7","Federally Inspected","Live","Poultry"
"4933","Dec-2022",2022,12,"Turkeys","32.1","Federally Inspected","Live","Poultry"
"4934","Nov-2022",2022,11,"Turkeys","30.1","Federally Inspected","Live","Poultry"
"4935","Oct-2022",2022,10,"Turkeys","30","Federally Inspected","Live","Poultry"
"4936","Sep-2022",2022,9,"Turkeys","30.5","Federally Inspected","Live","Poultry"
"4937","Aug-2022",2022,8,"Turkeys","30.6","Federally Inspected","Live","Poultry"
"4938","Jul-2022",2022,7,"Turkeys","30.7","Federally Inspected","Live","Poultry"
"4939","Jun-2022",2022,6,"Turkeys","30.3","Federally Inspected","Live","Poultry"
"4940","May-2022",2022,5,"Turkeys","31.1","Federally Inspected","Live","Poultry"
"4941","Apr-2022",2022,4,"Turkeys","31.7","Federally Inspected","Live","Poultry"
"4942","Mar-2022",2022,3,"Turkeys","32.8","Federally Inspected","Live","Poultry"
"4943","Feb-2022",2022,2,"Turkeys","33.4","Federally Inspected","Live","Poultry"
"4944","Jan-2022",2022,1,"Turkeys","33.2","Federally Inspected","Live","Poultry"
"4945","Dec-2021",2021,12,"Turkeys","32.7","Federally Inspected","Live","Poultry"
"4946","Nov-2021",2021,11,"Turkeys","30.5","Federally Inspected","Live","Poultry"
"4947","Oct-2021",2021,10,"Turkeys","30.2","Federally Inspected","Live","Poultry"
"4948","Sep-2021",2021,9,"Turkeys","32.2","Federally Inspected","Live","Poultry"
"4949","Aug-2021",2021,8,"Turkeys","31.7","Federally Inspected","Live","Poultry"
"4950","Jul-2021",2021,7,"Turkeys","32","Federally Inspected","Live","Poultry"
"4951","Jun-2021",2021,6,"Turkeys","32","Federally Inspected","Live","Poultry"
"4952","May-2021",2021,5,"Turkeys","32.7","Federally Inspected","Live","Poultry"
"4953","Apr-2021",2021,4,"Turkeys","33.6","Federally Inspected","Live","Poultry"
"4954","Mar-2021",2021,3,"Turkeys","33.4","Federally Inspected","Live","Poultry"
"4955","Feb-2021",2021,2,"Turkeys","33.5","Federally Inspected","Live","Poultry"
"4956","Jan-2021",2021,1,"Turkeys","33.5","Federally Inspected","Live","Poultry"
"4957","Dec-2020",2020,12,"Turkeys","33.4","Federally Inspected","Live","Poultry"
"4958","Nov-2020",2020,11,"Turkeys","30.4","Federally Inspected","Live","Poultry"
"4959","Oct-2020",2020,10,"Turkeys","31","Federally Inspected","Live","Poultry"
"4960","Sep-2020",2020,9,"Turkeys","32.4","Federally Inspected","Live","Poultry"
"4961","Aug-2020",2020,8,"Turkeys","31.6","Federally Inspected","Live","Poultry"
"4962","Jul-2020",2020,7,"Turkeys","32.2","Federally Inspected","Live","Poultry"
"4963","Jun-2020",2020,6,"Turkeys","32.8","Federally Inspected","Live","Poultry"
"4964","May-2020",2020,5,"Turkeys","32.5","Federally Inspected","Live","Poultry"
