"","Date","Year","Month","Animal","Count","Commercial_Or_Federally_Inspected","Type_Of_Meat"
"7139","Apr-2004","2004","4","Cattle",2653600,"Federally Inspected","Red Meat"
"7140","Mar-2004","2004","3","Cattle",2818100,"Federally Inspected","Red Meat"
"7141","Feb-2004","2004","2","Cattle",2380900,"Federally Inspected","Red Meat"
"7142","Jan-2004","2004","1","Cattle",2526600,"Federally Inspected","Red Meat"
"7143","Dec-2003","2003","12","Cattle",2625600,"Federally Inspected","Red Meat"
"7144","Nov-2003","2003","11","Cattle",2387000,"Federally Inspected","Red Meat"
"7145","Oct-2003","2003","10","Cattle",2953200,"Federally Inspected","Red Meat"
"7146","Sep-2003","2003","9","Cattle",3081500,"Federally Inspected","Red Meat"
"7147","Aug-2003","2003","8","Cattle",3093600,"Federally Inspected","Red Meat"
"7148","Jul-2003","2003","7","Cattle",3244900,"Federally Inspected","Red Meat"
"7149","Jun-2003","2003","6","Cattle",3208200,"Federally Inspected","Red Meat"
"7150","May-2003","2003","5","Cattle",3201100,"Federally Inspected","Red Meat"
"7151","Apr-2003","2003","4","Cattle",2917600,"Federally Inspected","Red Meat"
"7152","Mar-2003","2003","3","Cattle",2724500,"Federally Inspected","Red Meat"
"7153","Feb-2003","2003","2","Cattle",2519100,"Federally Inspected","Red Meat"
"7154","Jan-2003","2003","1","Cattle",2950200,"Federally Inspected","Red Meat"
"7155","Dec-2002","2002","12","Cattle",2718800,"Federally Inspected","Red Meat"
"7156","Nov-2002","2002","11","Cattle",2812400,"Federally Inspected","Red Meat"
"7157","Oct-2002","2002","10","Cattle",3205200,"Federally Inspected","Red Meat"
"7158","Sep-2002","2002","9","Cattle",2815800,"Federally Inspected","Red Meat"
"7159","Aug-2002","2002","8","Cattle",3162900,"Federally Inspected","Red Meat"
"7160","Jul-2002","2002","7","Cattle",3140500,"Federally Inspected","Red Meat"
"7161","Jun-2002","2002","6","Cattle",3016900,"Federally Inspected","Red Meat"
"7162","May-2002","2002","5","Cattle",3097900,"Federally Inspected","Red Meat"
"7163","Apr-2002","2002","4","Cattle",2899100,"Federally Inspected","Red Meat"
"7164","Mar-2002","2002","3","Cattle",2687700,"Federally Inspected","Red Meat"
"7165","Feb-2002","2002","2","Cattle",2564100,"Federally Inspected","Red Meat"
"7166","Jan-2002","2002","1","Cattle",2998900,"Federally Inspected","Red Meat"
"7167","Dec-2001","2001","12","Cattle",2725700,"Federally Inspected","Red Meat"
"7168","Nov-2001","2001","11","Cattle",2853500,"Federally Inspected","Red Meat"
"7169","Oct-2001","2001","10","Cattle",3102500,"Federally Inspected","Red Meat"
"7170","Sep-2001","2001","9","Cattle",2757600,"Federally Inspected","Red Meat"
"7171","Aug-2001","2001","8","Cattle",3192800,"Federally Inspected","Red Meat"
"7172","Jul-2001","2001","7","Cattle",2898300,"Federally Inspected","Red Meat"
"7173","Jun-2001","2001","6","Cattle",3075100,"Federally Inspected","Red Meat"
"7174","May-2001","2001","5","Cattle",3152000,"Federally Inspected","Red Meat"
"7175","Apr-2001","2001","4","Cattle",2666700,"Federally Inspected","Red Meat"
"7176","Mar-2001","2001","3","Cattle",2866900,"Federally Inspected","Red Meat"
"7177","Feb-2001","2001","2","Cattle",2532500,"Federally Inspected","Red Meat"
"7178","Jan-2001","2001","1","Cattle",2947100,"Federally Inspected","Red Meat"
"7179","Dec-2000","2000","12","Cattle",2665000,"Federally Inspected","Red Meat"
"7180","Nov-2000","2000","11","Cattle",2878600,"Federally Inspected","Red Meat"
"7181","Oct-2000","2000","10","Cattle",3082000,"Federally Inspected","Red Meat"
"7182","Sep-2000","2000","9","Cattle",2984100,"Federally Inspected","Red Meat"
"7183","Aug-2000","2000","8","Cattle",3210500,"Federally Inspected","Red Meat"
"7184","Jul-2000","2000","7","Cattle",2918000,"Federally Inspected","Red Meat"
"7185","Jun-2000","2000","6","Cattle",3191400,"Federally Inspected","Red Meat"
"7186","May-2000","2000","5","Cattle",3128200,"Federally Inspected","Red Meat"
"7187","Apr-2000","2000","4","Cattle",2735000,"Federally Inspected","Red Meat"
"7188","Mar-2000","2000","3","Cattle",3078100,"Federally Inspected","Red Meat"
"7189","Feb-2000","2000","2","Cattle",2882600,"Federally Inspected","Red Meat"
"7190","Jan-2000","2000","1","Cattle",2877900,"Federally Inspected","Red Meat"
"7191","Dec-1999","1999","12","Cattle",2814200,"Federally Inspected","Red Meat"
"7192","Nov-1999","1999","11","Cattle",2881500,"Federally Inspected","Red Meat"
"7193","Oct-1999","1999","10","Cattle",3033200,"Federally Inspected","Red Meat"
"7194","Sep-1999","1999","9","Cattle",3044900,"Federally Inspected","Red Meat"
"7195","Aug-1999","1999","8","Cattle",3099300,"Federally Inspected","Red Meat"
"7196","Jul-1999","1999","7","Cattle",3036800,"Federally Inspected","Red Meat"
"7197","Jun-1999","1999","6","Cattle",3153900,"Federally Inspected","Red Meat"
"7198","May-1999","1999","5","Cattle",2947200,"Federally Inspected","Red Meat"
"7199","Apr-1999","1999","4","Cattle",2916400,"Federally Inspected","Red Meat"
"7200","Mar-1999","1999","3","Cattle",2990200,"Federally Inspected","Red Meat"
"7201","Feb-1999","1999","2","Cattle",2665200,"Federally Inspected","Red Meat"
"7202","Jan-1999","1999","1","Cattle",2903500,"Federally Inspected","Red Meat"
"7203","Dec-1998","1998","12","Cattle",2833800,"Federally Inspected","Red Meat"
"7204","Nov-1998","1998","11","Cattle",2717100,"Federally Inspected","Red Meat"
"7205","Oct-1998","1998","10","Cattle",2990500,"Federally Inspected","Red Meat"
"7206","Sep-1998","1998","9","Cattle",2938300,"Federally Inspected","Red Meat"
"7207","Aug-1998","1998","8","Cattle",2986600,"Federally Inspected","Red Meat"
"7208","Jul-1998","1998","7","Cattle",2986900,"Federally Inspected","Red Meat"
"7209","Jun-1998","1998","6","Cattle",3049700,"Federally Inspected","Red Meat"
"7210","May-1998","1998","5","Cattle",2905600,"Federally Inspected","Red Meat"
"7211","Apr-1998","1998","4","Cattle",2872300,"Federally Inspected","Red Meat"
"7212","Mar-1998","1998","3","Cattle",2838300,"Federally Inspected","Red Meat"
"7213","Feb-1998","1998","2","Cattle",2691100,"Federally Inspected","Red Meat"
"7214","Jan-1998","1998","1","Cattle",2976700,"Federally Inspected","Red Meat"
"7215","Dec-1997","1997","12","Cattle",2811400,"Federally Inspected","Red Meat"
"7216","Nov-1997","1997","11","Cattle",2698000,"Federally Inspected","Red Meat"
"7217","Oct-1997","1997","10","Cattle",3156200,"Federally Inspected","Red Meat"
"7218","Sep-1997","1997","9","Cattle",2908500,"Federally Inspected","Red Meat"
"7219","Aug-1997","1997","8","Cattle",3050400,"Federally Inspected","Red Meat"
"7220","Jul-1997","1997","7","Cattle",3126900,"Federally Inspected","Red Meat"
"7221","Jun-1997","1997","6","Cattle",3002800,"Federally Inspected","Red Meat"
"7222","May-1997","1997","5","Cattle",3125400,"Federally Inspected","Red Meat"
"7223","Apr-1997","1997","4","Cattle",2997700,"Federally Inspected","Red Meat"
"7224","Mar-1997","1997","3","Cattle",2794500,"Federally Inspected","Red Meat"
"7225","Feb-1997","1997","2","Cattle",2726400,"Federally Inspected","Red Meat"
"7226","Jan-1997","1997","1","Cattle",3168700,"Federally Inspected","Red Meat"
"7227","Dec-1996","1996","12","Cattle",2799500,"Federally Inspected","Red Meat"
"7228","Nov-1996","1996","11","Cattle",2801200,"Federally Inspected","Red Meat"
"7229","Oct-1996","1996","10","Cattle",3073800,"Federally Inspected","Red Meat"
"7230","Sep-1996","1996","9","Cattle",2693300,"Federally Inspected","Red Meat"
"7231","Aug-1996","1996","8","Cattle",3147600,"Federally Inspected","Red Meat"
"7232","Jul-1996","1996","7","Cattle",3079700,"Federally Inspected","Red Meat"
"7233","Jun-1996","1996","6","Cattle",3078100,"Federally Inspected","Red Meat"
"7234","May-1996","1996","5","Cattle",3256600,"Federally Inspected","Red Meat"
"7235","Apr-1996","1996","4","Cattle",3039300,"Federally Inspected","Red Meat"
"7236","Mar-1996","1996","3","Cattle",2833700,"Federally Inspected","Red Meat"
"7237","Feb-1996","1996","2","Cattle",2855400,"Federally Inspected","Red Meat"
"7238","Jan-1996","1996","1","Cattle",3062900,"Federally Inspected","Red Meat"
"7239","Dec-1995","1995","12","Cattle",2753400,"Federally Inspected","Red Meat"
"7240","Nov-1995","1995","11","Cattle",2914800,"Federally Inspected","Red Meat"
"7241","Oct-1995","1995","10","Cattle",2999000,"Federally Inspected","Red Meat"
"7242","Sep-1995","1995","9","Cattle",3034600,"Federally Inspected","Red Meat"
"7243","Aug-1995","1995","8","Cattle",3175800,"Federally Inspected","Red Meat"
"7244","Jul-1995","1995","7","Cattle",2890700,"Federally Inspected","Red Meat"
"7245","Jun-1995","1995","6","Cattle",3199800,"Federally Inspected","Red Meat"
"7246","May-1995","1995","5","Cattle",3076800,"Federally Inspected","Red Meat"
"7247","Apr-1995","1995","4","Cattle",2601600,"Federally Inspected","Red Meat"
"7248","Mar-1995","1995","3","Cattle",2900500,"Federally Inspected","Red Meat"
"7249","Feb-1995","1995","2","Cattle",2529600,"Federally Inspected","Red Meat"
"7250","Jan-1995","1995","1","Cattle",2802400,"Federally Inspected","Red Meat"
"7251","Dec-1994","1994","12","Cattle",2805700,"Federally Inspected","Red Meat"
"7252","Nov-1994","1994","11","Cattle",2744300,"Federally Inspected","Red Meat"
"7253","Oct-1994","1994","10","Cattle",2878200,"Federally Inspected","Red Meat"
"7254","Sep-1994","1994","9","Cattle",2884800,"Federally Inspected","Red Meat"
"7255","Aug-1994","1994","8","Cattle",3001100,"Federally Inspected","Red Meat"
"7256","Jul-1994","1994","7","Cattle",2769900,"Federally Inspected","Red Meat"
"7257","Jun-1994","1994","6","Cattle",2983700,"Federally Inspected","Red Meat"
"7258","May-1994","1994","5","Cattle",2780400,"Federally Inspected","Red Meat"
"7259","Apr-1994","1994","4","Cattle",2655700,"Federally Inspected","Red Meat"
"7260","Mar-1994","1994","3","Cattle",2799100,"Federally Inspected","Red Meat"
"7261","Feb-1994","1994","2","Cattle",2500700,"Federally Inspected","Red Meat"
"7262","Jan-1994","1994","1","Cattle",2679000,"Federally Inspected","Red Meat"
"7263","Dec-1993","1993","12","Cattle",2706300,"Federally Inspected","Red Meat"
"7264","Nov-1993","1993","11","Cattle",2631700,"Federally Inspected","Red Meat"
"7265","Oct-1993","1993","10","Cattle",2728600,"Federally Inspected","Red Meat"
"7266","Sep-1993","1993","9","Cattle",2809600,"Federally Inspected","Red Meat"
"7267","Aug-1993","1993","8","Cattle",2882900,"Federally Inspected","Red Meat"
"7268","Jul-1993","1993","7","Cattle",2811100,"Federally Inspected","Red Meat"
"7269","Jun-1993","1993","6","Cattle",2956500,"Federally Inspected","Red Meat"
"7270","May-1993","1993","5","Cattle",2720000,"Federally Inspected","Red Meat"
"7271","Apr-1993","1993","4","Cattle",2623300,"Federally Inspected","Red Meat"
"7272","Mar-1993","1993","3","Cattle",2711800,"Federally Inspected","Red Meat"
"7273","Feb-1993","1993","2","Cattle",2411000,"Federally Inspected","Red Meat"
"7274","Jan-1993","1993","1","Cattle",2600500,"Federally Inspected","Red Meat"
"7275","Dec-1992","1992","12","Cattle",2631800,"Federally Inspected","Red Meat"
"7276","Nov-1992","1992","11","Cattle",2489500,"Federally Inspected","Red Meat"
"7277","Oct-1992","1992","10","Cattle",2793400,"Federally Inspected","Red Meat"
"7278","Sep-1992","1992","9","Cattle",2747700,"Federally Inspected","Red Meat"
"7279","Aug-1992","1992","8","Cattle",2721300,"Federally Inspected","Red Meat"
"7280","Jul-1992","1992","7","Cattle",2802300,"Federally Inspected","Red Meat"
"7281","Jun-1992","1992","6","Cattle",2863400,"Federally Inspected","Red Meat"
"7282","May-1992","1992","5","Cattle",2688400,"Federally Inspected","Red Meat"
"7283","Apr-1992","1992","4","Cattle",2524600,"Federally Inspected","Red Meat"
"7284","Mar-1992","1992","3","Cattle",2599200,"Federally Inspected","Red Meat"
"7285","Feb-1992","1992","2","Cattle",2376700,"Federally Inspected","Red Meat"
"7286","Jan-1992","1992","1","Cattle",2855500,"Federally Inspected","Red Meat"
"7287","Dec-1991","1991","12","Cattle",2490600,"Federally Inspected","Red Meat"
"7288","Nov-1991","1991","11","Cattle",2508000,"Federally Inspected","Red Meat"
"7289","Oct-1991","1991","10","Cattle",2854900,"Federally Inspected","Red Meat"
"7290","Sep-1991","1991","9","Cattle",2634500,"Federally Inspected","Red Meat"
"7291","Aug-1991","1991","8","Cattle",2843300,"Federally Inspected","Red Meat"
"7292","Jul-1991","1991","7","Cattle",2784300,"Federally Inspected","Red Meat"
"7293","Jun-1991","1991","6","Cattle",2649500,"Federally Inspected","Red Meat"
"7294","May-1991","1991","5","Cattle",2785700,"Federally Inspected","Red Meat"
"7295","Apr-1991","1991","4","Cattle",2674000,"Federally Inspected","Red Meat"
"7296","Mar-1991","1991","3","Cattle",2444300,"Federally Inspected","Red Meat"
"7297","Feb-1991","1991","2","Cattle",2408400,"Federally Inspected","Red Meat"
"7298","Jan-1991","1991","1","Cattle",2808800,"Federally Inspected","Red Meat"
"7299","Dec-1990","1990","12","Cattle",2379800,"Federally Inspected","Red Meat"
"7300","Nov-1990","1990","11","Cattle",2622200,"Federally Inspected","Red Meat"
"7301","Oct-1990","1990","10","Cattle",2876600,"Federally Inspected","Red Meat"
"7302","Sep-1990","1990","9","Cattle",2552600,"Federally Inspected","Red Meat"
"7303","Aug-1990","1990","8","Cattle",2918100,"Federally Inspected","Red Meat"
"7304","Jul-1990","1990","7","Cattle",2796200,"Federally Inspected","Red Meat"
"7305","Jun-1990","1990","6","Cattle",2872800,"Federally Inspected","Red Meat"
"7306","May-1990","1990","5","Cattle",2919700,"Federally Inspected","Red Meat"
"7307","Apr-1990","1990","4","Cattle",2550200,"Federally Inspected","Red Meat"
"7308","Mar-1990","1990","3","Cattle",2690300,"Federally Inspected","Red Meat"
"7309","Feb-1990","1990","2","Cattle",2435700,"Federally Inspected","Red Meat"
"7310","Jan-1990","1990","1","Cattle",2776400,"Federally Inspected","Red Meat"
"7311","Dec-1989","1989","12","Cattle",2600200,"Federally Inspected","Red Meat"
"7312","Nov-1989","1989","11","Cattle",2693500,"Federally Inspected","Red Meat"
"7313","Oct-1989","1989","10","Cattle",2876000,"Federally Inspected","Red Meat"
"7314","Sep-1989","1989","9","Cattle",2706400,"Federally Inspected","Red Meat"
"7315","Aug-1989","1989","8","Cattle",2975000,"Federally Inspected","Red Meat"
"7316","Jul-1989","1989","7","Cattle",2729800,"Federally Inspected","Red Meat"
"7317","Jun-1989","1989","6","Cattle",2950600,"Federally Inspected","Red Meat"
"7318","May-1989","1989","5","Cattle",2947400,"Federally Inspected","Red Meat"
"7319","Apr-1989","1989","4","Cattle",2575800,"Federally Inspected","Red Meat"
"7320","Mar-1989","1989","3","Cattle",2744100,"Federally Inspected","Red Meat"
"7321","Feb-1989","1989","2","Cattle",2500100,"Federally Inspected","Red Meat"
"7322","Jan-1989","1989","1","Cattle",2711200,"Federally Inspected","Red Meat"
"7323","Dec-1988","1988","12","Cattle",2685400,"Federally Inspected","Red Meat"
"7324","Nov-1988","1988","11","Cattle",2698400,"Federally Inspected","Red Meat"
"7325","Oct-1988","1988","10","Cattle",2870700,"Federally Inspected","Red Meat"
"7326","Sep-1988","1988","9","Cattle",2926900,"Federally Inspected","Red Meat"
"7327","Aug-1988","1988","8","Cattle",3120000,"Federally Inspected","Red Meat"
"7328","Jul-1988","1988","7","Cattle",2898100,"Federally Inspected","Red Meat"
"7329","Jun-1988","1988","6","Cattle",2983200,"Federally Inspected","Red Meat"
"7330","May-1988","1988","5","Cattle",2830300,"Federally Inspected","Red Meat"
"7331","Apr-1988","1988","4","Cattle",2707300,"Federally Inspected","Red Meat"
"7332","Mar-1988","1988","3","Cattle",2812400,"Federally Inspected","Red Meat"
"7333","Feb-1988","1988","2","Cattle",2679400,"Federally Inspected","Red Meat"
"7334","Jan-1988","1988","1","Cattle",2835900,"Federally Inspected","Red Meat"
"7335","Dec-1987","1987","12","Cattle",2793000,"Federally Inspected","Red Meat"
"7336","Nov-1987","1987","11","Cattle",2639900,"Federally Inspected","Red Meat"
"7337","Oct-1987","1987","10","Cattle",3023700,"Federally Inspected","Red Meat"
"7338","Sep-1987","1987","9","Cattle",2977100,"Federally Inspected","Red Meat"
"7339","Aug-1987","1987","8","Cattle",2971800,"Federally Inspected","Red Meat"
"7340","Jul-1987","1987","7","Cattle",3009000,"Federally Inspected","Red Meat"
"7341","Jun-1987","1987","6","Cattle",2945000,"Federally Inspected","Red Meat"
"7342","May-1987","1987","5","Cattle",2780100,"Federally Inspected","Red Meat"
"7343","Apr-1987","1987","4","Cattle",2875100,"Federally Inspected","Red Meat"
"7344","Mar-1987","1987","3","Cattle",2805300,"Federally Inspected","Red Meat"
"7345","Feb-1987","1987","2","Cattle",2563800,"Federally Inspected","Red Meat"
"7346","Jan-1987","1987","1","Cattle",3084100,"Federally Inspected","Red Meat"
"7347","Dec-1986","1986","12","Cattle",2943700,"Federally Inspected","Red Meat"
"7348","Nov-1986","1986","11","Cattle",2692700,"Federally Inspected","Red Meat"
"7349","Oct-1986","1986","10","Cattle",3163800,"Federally Inspected","Red Meat"
"7350","Sep-1986","1986","9","Cattle",3018700,"Federally Inspected","Red Meat"
"7351","Aug-1986","1986","8","Cattle",3101200,"Federally Inspected","Red Meat"
"7352","Jul-1986","1986","7","Cattle",3213400,"Federally Inspected","Red Meat"
"7353","Jun-1986","1986","6","Cattle",3017400,"Federally Inspected","Red Meat"
"7354","May-1986","1986","5","Cattle",3123400,"Federally Inspected","Red Meat"
"7355","Apr-1986","1986","4","Cattle",3096000,"Federally Inspected","Red Meat"
"7356","Mar-1986","1986","3","Cattle",2725600,"Federally Inspected","Red Meat"
"7357","Feb-1986","1986","2","Cattle",2612900,"Federally Inspected","Red Meat"
"7358","Jan-1986","1986","1","Cattle",3204000,"Federally Inspected","Red Meat"
"7359","Dec-1985","1985","12","Cattle",2778300,"Federally Inspected","Red Meat"
"7360","Nov-1985","1985","11","Cattle",2668600,"Federally Inspected","Red Meat"
"7361","Oct-1985","1985","10","Cattle",3096600,"Federally Inspected","Red Meat"
"7362","Sep-1985","1985","9","Cattle",2877400,"Federally Inspected","Red Meat"
"7363","Aug-1985","1985","8","Cattle",3089400,"Federally Inspected","Red Meat"
"7364","Jul-1985","1985","7","Cattle",3023300,"Federally Inspected","Red Meat"
"7365","Jun-1985","1985","6","Cattle",2774400,"Federally Inspected","Red Meat"
"7366","May-1985","1985","5","Cattle",3052100,"Federally Inspected","Red Meat"
"7367","Apr-1985","1985","4","Cattle",2848500,"Federally Inspected","Red Meat"
"7368","Mar-1985","1985","3","Cattle",2761300,"Federally Inspected","Red Meat"
"7369","Feb-1985","1985","2","Cattle",2661400,"Federally Inspected","Red Meat"
