"","Date","Year","Month","Animal","Weight","Type_Of_Meat"
"2344","Sep-1992",1992,9,"Broiler",NA,"Poultry"
"2345","Aug-1992",1992,8,"Broiler",NA,"Poultry"
"2346","Jul-1992",1992,7,"Broiler",NA,"Poultry"
"2347","Jun-1992",1992,6,"Broiler",NA,"Poultry"
"2348","May-1992",1992,5,"Broiler",NA,"Poultry"
"2349","Apr-1992",1992,4,"Broiler",NA,"Poultry"
"2350","Mar-1992",1992,3,"Broiler",NA,"Poultry"
"2351","Feb-1992",1992,2,"Broiler",NA,"Poultry"
"2352","Jan-1992",1992,1,"Broiler",NA,"Poultry"
"2353","Dec-1991",1991,12,"Broiler",NA,"Poultry"
"2354","Nov-1991",1991,11,"Broiler",NA,"Poultry"
"2355","Oct-1991",1991,10,"Broiler",NA,"Poultry"
"2356","Sep-1991",1991,9,"Broiler",NA,"Poultry"
"2357","Aug-1991",1991,8,"Broiler",NA,"Poultry"
"2358","Jul-1991",1991,7,"Broiler",NA,"Poultry"
"2359","Jun-1991",1991,6,"Broiler",NA,"Poultry"
"2360","May-1991",1991,5,"Broiler",NA,"Poultry"
"2361","Apr-1991",1991,4,"Broiler",NA,"Poultry"
"2362","Mar-1991",1991,3,"Broiler",NA,"Poultry"
"2363","Feb-1991",1991,2,"Broiler",NA,"Poultry"
"2364","Jan-1991",1991,1,"Broiler",NA,"Poultry"
"2365","Dec-1990",1990,12,"Broiler",NA,"Poultry"
"2366","Nov-1990",1990,11,"Broiler",NA,"Poultry"
"2367","Oct-1990",1990,10,"Broiler",NA,"Poultry"
"2368","Sep-1990",1990,9,"Broiler",NA,"Poultry"
"2369","Aug-1990",1990,8,"Broiler",NA,"Poultry"
"2370","Jul-1990",1990,7,"Broiler",NA,"Poultry"
"2371","Jun-1990",1990,6,"Broiler",NA,"Poultry"
"2372","May-1990",1990,5,"Broiler",NA,"Poultry"
"2373","Apr-1990",1990,4,"Broiler",NA,"Poultry"
"2374","Mar-1990",1990,3,"Broiler",NA,"Poultry"
"2375","Feb-1990",1990,2,"Broiler",NA,"Poultry"
"2376","Jan-1990",1990,1,"Broiler",NA,"Poultry"
"2377","Dec-1989",1989,12,"Broiler",NA,"Poultry"
"2378","Nov-1989",1989,11,"Broiler",NA,"Poultry"
"2379","Oct-1989",1989,10,"Broiler",NA,"Poultry"
"2380","Sep-1989",1989,9,"Broiler",NA,"Poultry"
"2381","Aug-1989",1989,8,"Broiler",NA,"Poultry"
"2382","Jul-1989",1989,7,"Broiler",NA,"Poultry"
"2383","Jun-1989",1989,6,"Broiler",NA,"Poultry"
"2384","May-1989",1989,5,"Broiler",NA,"Poultry"
"2385","Apr-1989",1989,4,"Broiler",NA,"Poultry"
"2386","Mar-1989",1989,3,"Broiler",NA,"Poultry"
"2387","Feb-1989",1989,2,"Broiler",NA,"Poultry"
"2388","Jan-1989",1989,1,"Broiler",NA,"Poultry"
"2389","Dec-1988",1988,12,"Broiler",NA,"Poultry"
"2390","Nov-1988",1988,11,"Broiler",NA,"Poultry"
"2391","Oct-1988",1988,10,"Broiler",NA,"Poultry"
"2392","Sep-1988",1988,9,"Broiler",NA,"Poultry"
"2393","Aug-1988",1988,8,"Broiler",NA,"Poultry"
"2394","Jul-1988",1988,7,"Broiler",NA,"Poultry"
"2395","Jun-1988",1988,6,"Broiler",NA,"Poultry"
"2396","May-1988",1988,5,"Broiler",NA,"Poultry"
"2397","Apr-1988",1988,4,"Broiler",NA,"Poultry"
"2398","Mar-1988",1988,3,"Broiler",NA,"Poultry"
"2399","Feb-1988",1988,2,"Broiler",NA,"Poultry"
"2400","Jan-1988",1988,1,"Broiler",NA,"Poultry"
"2401","Dec-1987",1987,12,"Broiler",NA,"Poultry"
"2402","Nov-1987",1987,11,"Broiler",NA,"Poultry"
"2403","Oct-1987",1987,10,"Broiler",NA,"Poultry"
"2404","Sep-1987",1987,9,"Broiler",NA,"Poultry"
"2405","Aug-1987",1987,8,"Broiler",NA,"Poultry"
"2406","Jul-1987",1987,7,"Broiler",NA,"Poultry"
"2407","Jun-1987",1987,6,"Broiler",NA,"Poultry"
"2408","May-1987",1987,5,"Broiler",NA,"Poultry"
"2409","Apr-1987",1987,4,"Broiler",NA,"Poultry"
"2410","Mar-1987",1987,3,"Broiler",NA,"Poultry"
"2411","Feb-1987",1987,2,"Broiler",NA,"Poultry"
"2412","Jan-1987",1987,1,"Broiler",NA,"Poultry"
"2413","Dec-1986",1986,12,"Broiler",NA,"Poultry"
"2414","Nov-1986",1986,11,"Broiler",NA,"Poultry"
"2415","Oct-1986",1986,10,"Broiler",NA,"Poultry"
"2416","Sep-1986",1986,9,"Broiler",NA,"Poultry"
"2417","Aug-1986",1986,8,"Broiler",NA,"Poultry"
"2418","Jul-1986",1986,7,"Broiler",NA,"Poultry"
"2419","Jun-1986",1986,6,"Broiler",NA,"Poultry"
"2420","May-1986",1986,5,"Broiler",NA,"Poultry"
"2421","Apr-1986",1986,4,"Broiler",NA,"Poultry"
"2422","Mar-1986",1986,3,"Broiler",NA,"Poultry"
"2423","Feb-1986",1986,2,"Broiler",NA,"Poultry"
"2424","Jan-1986",1986,1,"Broiler",NA,"Poultry"
"2425","Dec-1985",1985,12,"Broiler",NA,"Poultry"
"2426","Nov-1985",1985,11,"Broiler",NA,"Poultry"
"2427","Oct-1985",1985,10,"Broiler",NA,"Poultry"
"2428","Sep-1985",1985,9,"Broiler",NA,"Poultry"
"2429","Aug-1985",1985,8,"Broiler",NA,"Poultry"
"2430","Jul-1985",1985,7,"Broiler",NA,"Poultry"
"2431","Jun-1985",1985,6,"Broiler",NA,"Poultry"
"2432","May-1985",1985,5,"Broiler",NA,"Poultry"
"2433","Apr-1985",1985,4,"Broiler",NA,"Poultry"
"2434","Mar-1985",1985,3,"Broiler",NA,"Poultry"
"2435","Feb-1985",1985,2,"Broiler",NA,"Poultry"
"2436","Jan-1985",1985,1,"Broiler",NA,"Poultry"
"2437","Dec-1984",1984,12,"Broiler",NA,"Poultry"
"2438","Nov-1984",1984,11,"Broiler",NA,"Poultry"
"2439","Oct-1984",1984,10,"Broiler",NA,"Poultry"
"2440","Sep-1984",1984,9,"Broiler",NA,"Poultry"
"2441","Aug-1984",1984,8,"Broiler",NA,"Poultry"
"2442","Jul-1984",1984,7,"Broiler",NA,"Poultry"
"2443","Jun-1984",1984,6,"Broiler",NA,"Poultry"
"2444","May-1984",1984,5,"Broiler",NA,"Poultry"
"2445","Apr-1984",1984,4,"Broiler",NA,"Poultry"
"2446","Mar-1984",1984,3,"Broiler",NA,"Poultry"
"2447","Feb-1984",1984,2,"Broiler",NA,"Poultry"
"2448","Jan-1984",1984,1,"Broiler",NA,"Poultry"
"2449","Dec-1983",1983,12,"Broiler",NA,"Poultry"
"2450","Nov-1983",1983,11,"Broiler",NA,"Poultry"
"2451","Oct-1983",1983,10,"Broiler",NA,"Poultry"
"2452","Sep-1983",1983,9,"Broiler",NA,"Poultry"
"2453","Aug-1983",1983,8,"Broiler",NA,"Poultry"
"2454","Jul-1983",1983,7,"Broiler",NA,"Poultry"
"2455","Jun-1983",1983,6,"Broiler",NA,"Poultry"
"2456","May-1983",1983,5,"Broiler",NA,"Poultry"
"2457","Apr-1983",1983,4,"Broiler",NA,"Poultry"
"2458","Mar-1983",1983,3,"Broiler",NA,"Poultry"
"2459","Feb-1983",1983,2,"Broiler",NA,"Poultry"
"2460","Jan-1983",1983,1,"Broiler",NA,"Poultry"
"2461","Dec-2023",2023,12,"Other Chicken",6.26,"Poultry"
"2462","Nov-2023",2023,11,"Other Chicken",7.03,"Poultry"
"2463","Oct-2023",2023,10,"Other Chicken",8.59,"Poultry"
"2464","Sep-2023",2023,9,"Other Chicken",9.25,"Poultry"
"2465","Aug-2023",2023,8,"Other Chicken",8.28,"Poultry"
"2466","Jul-2023",2023,7,"Other Chicken",7.85,"Poultry"
"2467","Jun-2023",2023,6,"Other Chicken",6.96,"Poultry"
"2468","May-2023",2023,5,"Other Chicken",6.37,"Poultry"
"2469","Apr-2023",2023,4,"Other Chicken",6.21,"Poultry"
"2470","Mar-2023",2023,3,"Other Chicken",6.04,"Poultry"
"2471","Feb-2023",2023,2,"Other Chicken",5.88,"Poultry"
"2472","Jan-2023",2023,1,"Other Chicken",5.23,"Poultry"
"2473","Dec-2022",2022,12,"Other Chicken",4.14,"Poultry"
"2474","Nov-2022",2022,11,"Other Chicken",4.38,"Poultry"
"2475","Oct-2022",2022,10,"Other Chicken",4.1,"Poultry"
"2476","Sep-2022",2022,9,"Other Chicken",5.33,"Poultry"
"2477","Aug-2022",2022,8,"Other Chicken",5.43,"Poultry"
"2478","Jul-2022",2022,7,"Other Chicken",4.66,"Poultry"
"2479","Jun-2022",2022,6,"Other Chicken",4.54,"Poultry"
"2480","May-2022",2022,5,"Other Chicken",4.35,"Poultry"
"2481","Apr-2022",2022,4,"Other Chicken",4.59,"Poultry"
"2482","Mar-2022",2022,3,"Other Chicken",4.26,"Poultry"
"2483","Feb-2022",2022,2,"Other Chicken",3.55,"Poultry"
"2484","Jan-2022",2022,1,"Other Chicken",3.3,"Poultry"
"2485","Dec-2021",2021,12,"Other Chicken",3.83,"Poultry"
"2486","Nov-2021",2021,11,"Other Chicken",4.97,"Poultry"
"2487","Oct-2021",2021,10,"Other Chicken",7.78,"Poultry"
"2488","Sep-2021",2021,9,"Other Chicken",6.88,"Poultry"
"2489","Aug-2021",2021,8,"Other Chicken",6.72,"Poultry"
"2490","Jul-2021",2021,7,"Other Chicken",5.03,"Poultry"
"2491","Jun-2021",2021,6,"Other Chicken",5.23,"Poultry"
"2492","May-2021",2021,5,"Other Chicken",5.21,"Poultry"
"2493","Apr-2021",2021,4,"Other Chicken",5.67,"Poultry"
"2494","Mar-2021",2021,3,"Other Chicken",5.75,"Poultry"
"2495","Feb-2021",2021,2,"Other Chicken",5.66,"Poultry"
"2496","Jan-2021",2021,1,"Other Chicken",4.35,"Poultry"
"2497","Dec-2020",2020,12,"Other Chicken",4.47,"Poultry"
"2498","Nov-2020",2020,11,"Other Chicken",6.93,"Poultry"
"2499","Oct-2020",2020,10,"Other Chicken",8.88,"Poultry"
"2500","Sep-2020",2020,9,"Other Chicken",8.19,"Poultry"
"2501","Aug-2020",2020,8,"Other Chicken",7.46,"Poultry"
"2502","Jul-2020",2020,7,"Other Chicken",4.94,"Poultry"
"2503","Jun-2020",2020,6,"Other Chicken",4.76,"Poultry"
"2504","May-2020",2020,5,"Other Chicken",6.37,"Poultry"
"2505","Apr-2020",2020,4,"Other Chicken",6.16,"Poultry"
"2506","Mar-2020",2020,3,"Other Chicken",6.78,"Poultry"
"2507","Feb-2020",2020,2,"Other Chicken",5.98,"Poultry"
"2508","Jan-2020",2020,1,"Other Chicken",5.43,"Poultry"
"2509","Dec-2019",2019,12,"Other Chicken",4.07,"Poultry"
"2510","Nov-2019",2019,11,"Other Chicken",5.27,"Poultry"
"2511","Oct-2019",2019,10,"Other Chicken",7.82,"Poultry"
"2512","Sep-2019",2019,9,"Other Chicken",8.7,"Poultry"
"2513","Aug-2019",2019,8,"Other Chicken",8.74,"Poultry"
"2514","Jul-2019",2019,7,"Other Chicken",7.25,"Poultry"
"2515","Jun-2019",2019,6,"Other Chicken",6.21,"Poultry"
"2516","May-2019",2019,5,"Other Chicken",5.84,"Poultry"
"2517","Apr-2019",2019,4,"Other Chicken",6.99,"Poultry"
"2518","Mar-2019",2019,3,"Other Chicken",7.14,"Poultry"
"2519","Feb-2019",2019,2,"Other Chicken",6.66,"Poultry"
"2520","Jan-2019",2019,1,"Other Chicken",5.62,"Poultry"
"2521","Dec-2018",2018,12,"Other Chicken",4.22,"Poultry"
"2522","Nov-2018",2018,11,"Other Chicken",4.55,"Poultry"
"2523","Oct-2018",2018,10,"Other Chicken",6.15,"Poultry"
"2524","Sep-2018",2018,9,"Other Chicken",5.27,"Poultry"
"2525","Aug-2018",2018,8,"Other Chicken",6.31,"Poultry"
"2526","Jul-2018",2018,7,"Other Chicken",3.91,"Poultry"
"2527","Jun-2018",2018,6,"Other Chicken",3.81,"Poultry"
"2528","May-2018",2018,5,"Other Chicken",3.92,"Poultry"
"2529","Apr-2018",2018,4,"Other Chicken",3.87,"Poultry"
"2530","Mar-2018",2018,3,"Other Chicken",4.31,"Poultry"
"2531","Feb-2018",2018,2,"Other Chicken",4.74,"Poultry"
"2532","Jan-2018",2018,1,"Other Chicken",4.61,"Poultry"
"2533","Dec-2017",2017,12,"Other Chicken",4.56,"Poultry"
"2534","Nov-2017",2017,11,"Other Chicken",6.07,"Poultry"
"2535","Oct-2017",2017,10,"Other Chicken",6.57,"Poultry"
"2536","Sep-2017",2017,9,"Other Chicken",8.54,"Poultry"
"2537","Aug-2017",2017,8,"Other Chicken",8.8,"Poultry"
"2538","Jul-2017",2017,7,"Other Chicken",7.85,"Poultry"
"2539","Jun-2017",2017,6,"Other Chicken",6.09,"Poultry"
"2540","May-2017",2017,5,"Other Chicken",4.63,"Poultry"
"2541","Apr-2017",2017,4,"Other Chicken",4.93,"Poultry"
"2542","Mar-2017",2017,3,"Other Chicken",6.49,"Poultry"
"2543","Feb-2017",2017,2,"Other Chicken",7.92,"Poultry"
"2544","Jan-2017",2017,1,"Other Chicken",8.24,"Poultry"
"2545","Dec-2016",2016,12,"Other Chicken",9.64,"Poultry"
"2546","Nov-2016",2016,11,"Other Chicken",9.02,"Poultry"
"2547","Oct-2016",2016,10,"Other Chicken",11.45,"Poultry"
"2548","Sep-2016",2016,9,"Other Chicken",10.65,"Poultry"
"2549","Aug-2016",2016,8,"Other Chicken",8.83,"Poultry"
"2550","Jul-2016",2016,7,"Other Chicken",8.65,"Poultry"
"2551","Jun-2016",2016,6,"Other Chicken",7.83,"Poultry"
"2552","May-2016",2016,5,"Other Chicken",6.37,"Poultry"
"2553","Apr-2016",2016,4,"Other Chicken",6.12,"Poultry"
"2554","Mar-2016",2016,3,"Other Chicken",6.86,"Poultry"
"2555","Feb-2016",2016,2,"Other Chicken",7.39,"Poultry"
"2556","Jan-2016",2016,1,"Other Chicken",7.66,"Poultry"
"2557","Dec-2015",2015,12,"Other Chicken",10.38,"Poultry"
"2558","Nov-2015",2015,11,"Other Chicken",15.03,"Poultry"
"2559","Oct-2015",2015,10,"Other Chicken",10.58,"Poultry"
"2560","Sep-2015",2015,9,"Other Chicken",10.1,"Poultry"
"2561","Aug-2015",2015,8,"Other Chicken",7.32,"Poultry"
"2562","Jul-2015",2015,7,"Other Chicken",5.5,"Poultry"
"2563","Jun-2015",2015,6,"Other Chicken",4.95,"Poultry"
"2564","May-2015",2015,5,"Other Chicken",3.78,"Poultry"
"2565","Apr-2015",2015,4,"Other Chicken",1.89,"Poultry"
"2566","Mar-2015",2015,3,"Other Chicken",2.67,"Poultry"
"2567","Feb-2015",2015,2,"Other Chicken",3.89,"Poultry"
"2568","Jan-2015",2015,1,"Other Chicken",3.03,"Poultry"
"2569","Dec-2014",2014,12,"Other Chicken",2.26,"Poultry"
"2570","Nov-2014",2014,11,"Other Chicken",4.79,"Poultry"
"2571","Oct-2014",2014,10,"Other Chicken",6.93,"Poultry"
"2572","Sep-2014",2014,9,"Other Chicken",6.95,"Poultry"
"2573","Aug-2014",2014,8,"Other Chicken",5.54,"Poultry"
"2574","Jul-2014",2014,7,"Other Chicken",4.54,"Poultry"
"2575","Jun-2014",2014,6,"Other Chicken",4.85,"Poultry"
"2576","May-2014",2014,5,"Other Chicken",5.47,"Poultry"
"2577","Apr-2014",2014,4,"Other Chicken",5.1,"Poultry"
"2578","Mar-2014",2014,3,"Other Chicken",7.49,"Poultry"
"2579","Feb-2014",2014,2,"Other Chicken",7.08,"Poultry"
"2580","Jan-2014",2014,1,"Other Chicken",5.96,"Poultry"
"2581","Dec-2013",2013,12,"Other Chicken",4.87,"Poultry"
"2582","Nov-2013",2013,11,"Other Chicken",5.41,"Poultry"
"2583","Oct-2013",2013,10,"Other Chicken",3.16,"Poultry"
"2584","Sep-2013",2013,9,"Other Chicken",4.59,"Poultry"
"2585","Aug-2013",2013,8,"Other Chicken",4.34,"Poultry"
"2586","Jul-2013",2013,7,"Other Chicken",5.23,"Poultry"
"2587","Jun-2013",2013,6,"Other Chicken",5.04,"Poultry"
"2588","May-2013",2013,5,"Other Chicken",4.16,"Poultry"
"2589","Apr-2013",2013,4,"Other Chicken",1.53,"Poultry"
"2590","Mar-2013",2013,3,"Other Chicken",1.51,"Poultry"
"2591","Feb-2013",2013,2,"Other Chicken",3.47,"Poultry"
"2592","Jan-2013",2013,1,"Other Chicken",1.11,"Poultry"
"2593","Dec-2012",2012,12,"Other Chicken",1.21,"Poultry"
"2594","Nov-2012",2012,11,"Other Chicken",1.75,"Poultry"
"2595","Oct-2012",2012,10,"Other Chicken",3.07,"Poultry"
"2596","Sep-2012",2012,9,"Other Chicken",3.4,"Poultry"
"2597","Aug-2012",2012,8,"Other Chicken",4.3,"Poultry"
"2598","Jul-2012",2012,7,"Other Chicken",3.77,"Poultry"
"2599","Jun-2012",2012,6,"Other Chicken",2.89,"Poultry"
"2600","May-2012",2012,5,"Other Chicken",2.46,"Poultry"
"2601","Apr-2012",2012,4,"Other Chicken",1.79,"Poultry"
"2602","Mar-2012",2012,3,"Other Chicken",4.05,"Poultry"
"2603","Feb-2012",2012,2,"Other Chicken",2.53,"Poultry"
"2604","Jan-2012",2012,1,"Other Chicken",1.59,"Poultry"
"2605","Dec-2011",2011,12,"Other Chicken",1.23,"Poultry"
"2606","Nov-2011",2011,11,"Other Chicken",3.58,"Poultry"
"2607","Oct-2011",2011,10,"Other Chicken",7.86,"Poultry"
"2608","Sep-2011",2011,9,"Other Chicken",6.8,"Poultry"
"2609","Aug-2011",2011,8,"Other Chicken",5.5,"Poultry"
"2610","Jul-2011",2011,7,"Other Chicken",3.65,"Poultry"
"2611","Jun-2011",2011,6,"Other Chicken",3.84,"Poultry"
"2612","May-2011",2011,5,"Other Chicken",3.82,"Poultry"
"2613","Apr-2011",2011,4,"Other Chicken",3.98,"Poultry"
"2614","Mar-2011",2011,3,"Other Chicken",5.25,"Poultry"
"2615","Feb-2011",2011,2,"Other Chicken",3.95,"Poultry"
"2616","Jan-2011",2011,1,"Other Chicken",4.15,"Poultry"
"2617","Dec-2010",2010,12,"Other Chicken",2.13,"Poultry"
"2618","Nov-2010",2010,11,"Other Chicken",2.01,"Poultry"
"2619","Oct-2010",2010,10,"Other Chicken",2.47,"Poultry"
"2620","Sep-2010",2010,9,"Other Chicken",3.83,"Poultry"
"2621","Aug-2010",2010,8,"Other Chicken",2.18,"Poultry"
"2622","Jul-2010",2010,7,"Other Chicken",2.99,"Poultry"
"2623","Jun-2010",2010,6,"Other Chicken",2.61,"Poultry"
"2624","May-2010",2010,5,"Other Chicken",1.69,"Poultry"
"2625","Apr-2010",2010,4,"Other Chicken",1.61,"Poultry"
"2626","Mar-2010",2010,3,"Other Chicken",2.86,"Poultry"
"2627","Feb-2010",2010,2,"Other Chicken",2.82,"Poultry"
"2628","Jan-2010",2010,1,"Other Chicken",2.22,"Poultry"
"2629","Dec-2009",2009,12,"Other Chicken",2.82,"Poultry"
"2630","Nov-2009",2009,11,"Other Chicken",4.31,"Poultry"
"2631","Oct-2009",2009,10,"Other Chicken",4.98,"Poultry"
"2632","Sep-2009",2009,9,"Other Chicken",5.17,"Poultry"
"2633","Aug-2009",2009,8,"Other Chicken",5.05,"Poultry"
"2634","Jul-2009",2009,7,"Other Chicken",4.98,"Poultry"
"2635","Jun-2009",2009,6,"Other Chicken",4.34,"Poultry"
"2636","May-2009",2009,5,"Other Chicken",4.22,"Poultry"
"2637","Apr-2009",2009,4,"Other Chicken",3.88,"Poultry"
"2638","Mar-2009",2009,3,"Other Chicken",5.13,"Poultry"
"2639","Feb-2009",2009,2,"Other Chicken",4.08,"Poultry"
"2640","Jan-2009",2009,1,"Other Chicken",3.19,"Poultry"
"2641","Dec-2008",2008,12,"Other Chicken",4.74,"Poultry"
"2642","Nov-2008",2008,11,"Other Chicken",5.69,"Poultry"
"2643","Oct-2008",2008,10,"Other Chicken",6.96,"Poultry"
"2644","Sep-2008",2008,9,"Other Chicken",6.49,"Poultry"
"2645","Aug-2008",2008,8,"Other Chicken",5.43,"Poultry"
"2646","Jul-2008",2008,7,"Other Chicken",4.81,"Poultry"
"2647","Jun-2008",2008,6,"Other Chicken",2.96,"Poultry"
"2648","May-2008",2008,5,"Other Chicken",2.63,"Poultry"
"2649","Apr-2008",2008,4,"Other Chicken",1.77,"Poultry"
"2650","Mar-2008",2008,3,"Other Chicken",1.97,"Poultry"
"2651","Feb-2008",2008,2,"Other Chicken",1.57,"Poultry"
"2652","Jan-2008",2008,1,"Other Chicken",2.25,"Poultry"
"2653","Dec-2007",2007,12,"Other Chicken",3.39,"Poultry"
"2654","Nov-2007",2007,11,"Other Chicken",5.45,"Poultry"
"2655","Oct-2007",2007,10,"Other Chicken",6.88,"Poultry"
"2656","Sep-2007",2007,9,"Other Chicken",7.9,"Poultry"
"2657","Aug-2007",2007,8,"Other Chicken",7.3,"Poultry"
"2658","Jul-2007",2007,7,"Other Chicken",7.54,"Poultry"
"2659","Jun-2007",2007,6,"Other Chicken",6.99,"Poultry"
"2660","May-2007",2007,5,"Other Chicken",6.05,"Poultry"
"2661","Apr-2007",2007,4,"Other Chicken",6.25,"Poultry"
"2662","Mar-2007",2007,3,"Other Chicken",6.19,"Poultry"
"2663","Feb-2007",2007,2,"Other Chicken",5.5,"Poultry"
"2664","Jan-2007",2007,1,"Other Chicken",5.29,"Poultry"
"2665","Dec-2006",2006,12,"Other Chicken",6.77,"Poultry"
"2666","Nov-2006",2006,11,"Other Chicken",10.26,"Poultry"
"2667","Oct-2006",2006,10,"Other Chicken",11.21,"Poultry"
"2668","Sep-2006",2006,9,"Other Chicken",12.7,"Poultry"
"2669","Aug-2006",2006,8,"Other Chicken",10.51,"Poultry"
"2670","Jul-2006",2006,7,"Other Chicken",7.88,"Poultry"
"2671","Jun-2006",2006,6,"Other Chicken",6.36,"Poultry"
"2672","May-2006",2006,5,"Other Chicken",6.97,"Poultry"
"2673","Apr-2006",2006,4,"Other Chicken",5.12,"Poultry"
"2674","Mar-2006",2006,3,"Other Chicken",1.74,"Poultry"
"2675","Feb-2006",2006,2,"Other Chicken",2.39,"Poultry"
"2676","Jan-2006",2006,1,"Other Chicken",2.15,"Poultry"
"2677","Dec-2005",2005,12,"Other Chicken",1.72,"Poultry"
"2678","Nov-2005",2005,11,"Other Chicken",2.18,"Poultry"
"2679","Oct-2005",2005,10,"Other Chicken",1.89,"Poultry"
"2680","Sep-2005",2005,9,"Other Chicken",1.67,"Poultry"
"2681","Aug-2005",2005,8,"Other Chicken",2.84,"Poultry"
"2682","Jul-2005",2005,7,"Other Chicken",3.31,"Poultry"
"2683","Jun-2005",2005,6,"Other Chicken",1.97,"Poultry"
"2684","May-2005",2005,5,"Other Chicken",2.07,"Poultry"
"2685","Apr-2005",2005,4,"Other Chicken",2.88,"Poultry"
"2686","Mar-2005",2005,3,"Other Chicken",2.11,"Poultry"
"2687","Feb-2005",2005,2,"Other Chicken",2.71,"Poultry"
"2688","Jan-2005",2005,1,"Other Chicken",2.92,"Poultry"
"2689","Dec-2004",2004,12,"Other Chicken",3.7,"Poultry"
"2690","Nov-2004",2004,11,"Other Chicken",3.86,"Poultry"
"2691","Oct-2004",2004,10,"Other Chicken",3.8,"Poultry"
"2692","Sep-2004",2004,9,"Other Chicken",2.86,"Poultry"
"2693","Aug-2004",2004,8,"Other Chicken",3.28,"Poultry"
"2694","Jul-2004",2004,7,"Other Chicken",4.6,"Poultry"
"2695","Jun-2004",2004,6,"Other Chicken",3.54,"Poultry"
"2696","May-2004",2004,5,"Other Chicken",4.39,"Poultry"
"2697","Apr-2004",2004,4,"Other Chicken",4.68,"Poultry"
"2698","Mar-2004",2004,3,"Other Chicken",4.11,"Poultry"
"2699","Feb-2004",2004,2,"Other Chicken",4.18,"Poultry"
"2700","Jan-2004",2004,1,"Other Chicken",3.2,"Poultry"
"2701","Dec-2003",2003,12,"Other Chicken",3.67,"Poultry"
"2702","Nov-2003",2003,11,"Other Chicken",4.39,"Poultry"
"2703","Oct-2003",2003,10,"Other Chicken",5.2,"Poultry"
"2704","Sep-2003",2003,9,"Other Chicken",5.73,"Poultry"
"2705","Aug-2003",2003,8,"Other Chicken",3.74,"Poultry"
"2706","Jul-2003",2003,7,"Other Chicken",3.51,"Poultry"
"2707","Jun-2003",2003,6,"Other Chicken",4.98,"Poultry"
"2708","May-2003",2003,5,"Other Chicken",4.76,"Poultry"
"2709","Apr-2003",2003,4,"Other Chicken",5.5,"Poultry"
"2710","Mar-2003",2003,3,"Other Chicken",4.47,"Poultry"
"2711","Feb-2003",2003,2,"Other Chicken",4.55,"Poultry"
"2712","Jan-2003",2003,1,"Other Chicken",5.42,"Poultry"
"2713","Dec-2002",2002,12,"Other Chicken",5.77,"Poultry"
"2714","Nov-2002",2002,11,"Other Chicken",6.07,"Poultry"
"2715","Oct-2002",2002,10,"Other Chicken",6.29,"Poultry"
"2716","Sep-2002",2002,9,"Other Chicken",6.25,"Poultry"
"2717","Aug-2002",2002,8,"Other Chicken",7.85,"Poultry"
"2718","Jul-2002",2002,7,"Other Chicken",7.08,"Poultry"
"2719","Jun-2002",2002,6,"Other Chicken",6.89,"Poultry"
"2720","May-2002",2002,5,"Other Chicken",4.26,"Poultry"
"2721","Apr-2002",2002,4,"Other Chicken",4.92,"Poultry"
"2722","Mar-2002",2002,3,"Other Chicken",4.08,"Poultry"
"2723","Feb-2002",2002,2,"Other Chicken",6.45,"Poultry"
"2724","Jan-2002",2002,1,"Other Chicken",7.94,"Poultry"
"2725","Dec-2001",2001,12,"Other Chicken",5.21,"Poultry"
"2726","Nov-2001",2001,11,"Other Chicken",5.97,"Poultry"
"2727","Oct-2001",2001,10,"Other Chicken",8.18,"Poultry"
"2728","Sep-2001",2001,9,"Other Chicken",8.95,"Poultry"
"2729","Aug-2001",2001,8,"Other Chicken",9.1,"Poultry"
"2730","Jul-2001",2001,7,"Other Chicken",8.9,"Poultry"
"2731","Jun-2001",2001,6,"Other Chicken",10.33,"Poultry"
"2732","May-2001",2001,5,"Other Chicken",7.34,"Poultry"
"2733","Apr-2001",2001,4,"Other Chicken",6.49,"Poultry"
"2734","Mar-2001",2001,3,"Other Chicken",6.74,"Poultry"
"2735","Feb-2001",2001,2,"Other Chicken",10.98,"Poultry"
"2736","Jan-2001",2001,1,"Other Chicken",8.99,"Poultry"
"2737","Dec-2000",2000,12,"Other Chicken",7.98,"Poultry"
"2738","Nov-2000",2000,11,"Other Chicken",8.61,"Poultry"
"2739","Oct-2000",2000,10,"Other Chicken",8.76,"Poultry"
"2740","Sep-2000",2000,9,"Other Chicken",8.83,"Poultry"
"2741","Aug-2000",2000,8,"Other Chicken",10.05,"Poultry"
"2742","Jul-2000",2000,7,"Other Chicken",10.15,"Poultry"
"2743","Jun-2000",2000,6,"Other Chicken",9.55,"Poultry"
"2744","May-2000",2000,5,"Other Chicken",8.76,"Poultry"
"2745","Apr-2000",2000,4,"Other Chicken",8.01,"Poultry"
"2746","Mar-2000",2000,3,"Other Chicken",9.19,"Poultry"
"2747","Feb-2000",2000,2,"Other Chicken",9.03,"Poultry"
"2748","Jan-2000",2000,1,"Other Chicken",7.76,"Poultry"
"2749","Dec-1999",1999,12,"Other Chicken",8.12,"Poultry"
"2750","Nov-1999",1999,11,"Other Chicken",9.4,"Poultry"
"2751","Oct-1999",1999,10,"Other Chicken",9.88,"Poultry"
"2752","Sep-1999",1999,9,"Other Chicken",11.04,"Poultry"
"2753","Aug-1999",1999,8,"Other Chicken",10.36,"Poultry"
"2754","Jul-1999",1999,7,"Other Chicken",10.82,"Poultry"
